time_seconds,position_cm,mass,paddle,trial
3.9,13.1894,150,small,1
3.9333,13.1162,150,small,1
3.9667,12.6361,150,small,1
4.0,12.4023,150,small,1
4.0333,12.0605,150,small,1
4.0667,11.6271,150,small,1
4.1,11.4984,150,small,1
4.1333,11.2486,150,small,1
4.1667,10.7798,150,small,1
4.2,10.7135,150,small,1
4.2333,10.8743,150,small,1
4.2667,10.773,150,small,1
4.3,10.9934,150,small,1
4.3333,11.2488,150,small,1
4.3667,11.5568,150,small,1
4.4,11.7752,150,small,1
4.4333,12.0987,150,small,1
4.4667,12.3115,150,small,1
4.5,12.7241,150,small,1
4.5333,12.7756,150,small,1
4.5667,12.9719,150,small,1
4.6,12.9606,150,small,1
4.6333,12.9923,150,small,1
4.6667,12.8815,150,small,1
4.7,12.7306,150,small,1
4.7333,12.4615,150,small,1
4.7667,12.3717,150,small,1
4.8,12.1711,150,small,1
4.8333,11.8305,150,small,1
4.8667,11.6438,150,small,1
4.9,11.4633,150,small,1
4.9333,11.331,150,small,1
4.9667,11.1999,150,small,1
5.0,11.1738,150,small,1
5.0333,11.2691,150,small,1
5.0667,11.3056,150,small,1
5.1,11.3703,150,small,1
5.1333,11.634,150,small,1
5.1667,11.6863,150,small,1
5.2,12.0479,150,small,1
5.2333,12.2827,150,small,1
5.2667,12.5257,150,small,1
5.3,12.5797,150,small,1
5.3333,12.7373,150,small,1
5.3667,12.7072,150,small,1
5.4,12.6169,150,small,1
5.4333,12.5267,150,small,1
5.4667,12.4581,150,small,1
5.5,12.2865,150,small,1
5.5333,12.2819,150,small,1
5.5667,12.0381,150,small,1
5.6,11.925,150,small,1
5.6333,11.7239,150,small,1
5.6667,11.6655,150,small,1
5.7,11.5653,150,small,1
5.7333,11.3681,150,small,1
5.7667,11.381,150,small,1
5.8,11.3876,150,small,1
5.8333,11.3684,150,small,1
5.8667,11.6546,150,small,1
5.9,11.8242,150,small,1
5.9333,11.873,150,small,1
5.9667,11.9834,150,small,1
6.0,12.2534,150,small,1
6.0333,12.1055,150,small,1
6.0667,12.4092,150,small,1
6.1,12.4765,150,small,1
6.1333,12.4536,150,small,1
6.1667,12.6074,150,small,1
6.2,12.5345,150,small,1
6.2333,12.3647,150,small,1
6.2667,12.2814,150,small,1
6.3,12.1419,150,small,1
6.3333,12.0074,150,small,1
6.3667,11.8193,150,small,1
6.4,11.9192,150,small,1
6.4333,11.7932,150,small,1
6.4667,11.7009,150,small,1
6.5,11.5041,150,small,1
6.5333,11.7439,150,small,1
6.5667,11.7528,150,small,1
6.6,11.6554,150,small,1
6.6333,11.6388,150,small,1
6.6667,11.7315,150,small,1
6.7,11.9359,150,small,1
6.7333,11.9351,150,small,1
6.7667,12.1073,150,small,1
6.8,12.2881,150,small,1
6.8333,12.1541,150,small,1
6.8667,12.4865,150,small,1
6.9,12.4776,150,small,1
6.9333,12.2531,150,small,1
6.9667,12.2131,150,small,1
7.0,12.2547,150,small,1
7.0333,12.1273,150,small,1
7.0667,12.1078,150,small,1
7.1,11.8346,150,small,1
7.1333,11.9345,150,small,1
7.1667,12.0149,150,small,1
7.2,11.711,150,small,1
7.2333,11.7247,150,small,1
7.2667,11.5937,150,small,1
7.3,11.7521,150,small,1
7.3333,11.6934,150,small,1
7.3667,11.8977,150,small,1
7.4,11.8078,150,small,1
7.4333,11.8241,150,small,1
7.4667,11.9693,150,small,1
7.5,11.9595,150,small,1
7.5333,11.9654,150,small,1
7.5667,12.1618,150,small,1
7.6,12.1768,150,small,1
7.6333,12.2418,150,small,1
7.6667,12.2785,150,small,1
7.7,12.2089,150,small,1
7.7333,12.2665,150,small,1
7.7667,12.3384,150,small,1
7.8,12.0638,150,small,1
7.8333,12.2348,150,small,1
7.8667,12.0145,150,small,1
7.9,11.91,150,small,1
7.9333,12.1069,150,small,1
7.9667,11.8746,150,small,1
8.0,11.9328,150,small,1
8.0333,11.8636,150,small,1
8.0667,11.6542,150,small,1
8.1,11.8044,150,small,1
8.1333,11.7736,150,small,1
8.1667,11.742,150,small,1
8.2,11.7512,150,small,1
8.2333,11.9513,150,small,1
8.2667,12.0432,150,small,1
8.3,12.0787,150,small,1
8.3333,12.0696,150,small,1
8.3667,12.0685,150,small,1
8.4,12.081,150,small,1
8.4333,12.1307,150,small,1
8.4667,12.0944,150,small,1
8.5,12.1497,150,small,1
8.5333,12.1414,150,small,1
8.5667,12.039,150,small,1
8.6,12.0525,150,small,1
8.6333,11.9666,150,small,1
8.6667,11.9827,150,small,1
8.7,11.9818,150,small,1
8.7333,11.9192,150,small,1
8.7667,11.9145,150,small,1
8.8,11.726,150,small,1
8.8333,11.8203,150,small,1
8.8667,11.8762,150,small,1
8.9,11.9194,150,small,1
8.9333,11.7634,150,small,1
8.9667,11.9344,150,small,1
9.0,12.0534,150,small,1
9.0333,11.98,150,small,1
9.0667,12.0233,150,small,1
9.1,12.1002,150,small,1
9.1333,12.1116,150,small,1
9.1667,12.166,150,small,1
9.2,12.1292,150,small,1
9.2333,12.1377,150,small,1
9.2667,12.0557,150,small,1
9.3,12.0892,150,small,1
9.3333,12.1805,150,small,1
9.3667,12.0362,150,small,1
9.4,12.0083,150,small,1
9.4333,11.9511,150,small,1
9.4667,12.0236,150,small,1
9.5,11.8662,150,small,1
9.5333,11.9869,150,small,1
9.5667,11.8255,150,small,1
9.6,11.8098,150,small,1
9.6333,11.9128,150,small,1
9.6667,11.9161,150,small,1
9.7,11.9454,150,small,1
9.7333,12.0278,150,small,1
9.7667,11.9345,150,small,1
9.8,12.0293,150,small,1
9.8333,11.9471,150,small,1
9.8667,12.1445,150,small,1
9.9,12.1142,150,small,1
9.9333,12.1213,150,small,1
9.9667,12.1019,150,small,1
10.0,12.026,150,small,1
10.0333,12.0581,150,small,1
10.0667,12.1139,150,small,1
10.1,12.0566,150,small,1
10.1333,12.0487,150,small,1
10.1667,11.9084,150,small,1
10.2,12.0094,150,small,1
10.2333,11.9183,150,small,1
10.2667,11.8683,150,small,1
10.3,11.9278,150,small,1
10.3333,11.7816,150,small,1
10.3667,11.9813,150,small,1
10.4,11.9945,150,small,1
10.4333,11.9283,150,small,1
10.4667,11.864,150,small,1
10.5,11.8827,150,small,1
10.5333,11.9635,150,small,1
10.5667,11.8003,150,small,1
10.6,12.0272,150,small,1
10.6333,12.0829,150,small,1
10.6667,12.0191,150,small,1
10.7,12.0152,150,small,1
10.7333,12.0757,150,small,1
10.7667,12.091,150,small,1
10.8,12.1476,150,small,1
10.8333,12.0544,150,small,1
10.8667,11.9869,150,small,1
10.9,11.9917,150,small,1
10.9333,12.0279,150,small,1
10.9667,12.1221,150,small,1
11.0,11.9569,150,small,1
11.0333,11.8849,150,small,1
11.0667,11.8888,150,small,1
11.1,11.7833,150,small,1
11.1333,11.9738,150,small,1
11.1667,11.8388,150,small,1
11.2,11.8532,150,small,1
11.2333,11.8013,150,small,1
11.2667,11.8802,150,small,1
11.3,12.0272,150,small,1
11.3333,11.89,150,small,1
11.3667,11.868,150,small,1
11.4,12.0344,150,small,1
11.4333,12.0032,150,small,1
11.4667,12.0728,150,small,1
11.5,12.1023,150,small,1
11.5333,12.0439,150,small,1
11.5667,11.9389,150,small,1
11.6,12.028,150,small,1
11.6333,12.0705,150,small,1
11.6667,11.9744,150,small,1
11.7,11.8953,150,small,1
11.7333,12.0874,150,small,1
11.7667,11.9552,150,small,1
11.8,11.9461,150,small,1
11.8333,11.9723,150,small,1
11.8667,12.0481,150,small,1
11.9,11.984,150,small,1
11.9333,11.9362,150,small,1
11.9667,12.0202,150,small,1
0.0,20.1718,150,large,1
0.0333,19.5389,150,large,1
0.0667,18.4129,150,large,1
0.1,16.8161,150,large,1
0.1333,15.5009,150,large,1
0.1667,13.2888,150,large,1
0.2,11.5671,150,large,1
0.2333,9.9087,150,large,1
0.2667,8.7252,150,large,1
0.3,7.6021,150,large,1
0.3333,6.8208,150,large,1
0.3667,6.734,150,large,1
0.4,6.9321,150,large,1
0.4333,7.3958,150,large,1
0.4667,8.1501,150,large,1
0.5,9.229,150,large,1
0.5333,10.4141,150,large,1
0.5667,11.6429,150,large,1
0.6,12.7332,150,large,1
0.6333,13.8311,150,large,1
0.6667,14.4951,150,large,1
0.7,14.989,150,large,1
0.7333,15.3592,150,large,1
0.7667,15.5493,150,large,1
0.8,15.1682,150,large,1
0.8333,14.9575,150,large,1
0.8667,14.1968,150,large,1
0.9,13.3389,150,large,1
0.9333,12.5876,150,large,1
0.9667,11.9038,150,large,1
1.0,11.0829,150,large,1
1.0333,10.7694,150,large,1
1.0667,10.0474,150,large,1
1.1,9.8959,150,large,1
1.1333,9.8493,150,large,1
1.1667,9.7865,150,large,1
1.2,9.9333,150,large,1
1.2333,10.3372,150,large,1
1.2667,10.8283,150,large,1
1.3,11.3653,150,large,1
1.3333,11.8116,150,large,1
1.3667,12.1847,150,large,1
1.4,12.7336,150,large,1
1.4333,13.0264,150,large,1
1.4667,13.1528,150,large,1
1.5,13.4054,150,large,1
1.5333,13.3652,150,large,1
1.5667,13.437,150,large,1
1.6,13.3616,150,large,1
1.6333,13.0967,150,large,1
1.6667,12.5937,150,large,1
1.7,12.2692,150,large,1
1.7333,12.0302,150,large,1
1.7667,11.7537,150,large,1
1.8,11.3747,150,large,1
1.8333,11.1973,150,large,1
1.8667,11.2571,150,large,1
1.9,11.0194,150,large,1
1.9333,11.0106,150,large,1
1.9667,11.1477,150,large,1
2.0,11.3292,150,large,1
2.0333,11.3875,150,large,1
2.0667,11.6609,150,large,1
2.1,11.8072,150,large,1
2.1333,12.0896,150,large,1
2.1667,12.4503,150,large,1
2.2,12.5128,150,large,1
2.2333,12.5557,150,large,1
2.2667,12.5497,150,large,1
2.3,12.6111,150,large,1
2.3333,12.685,150,large,1
2.3667,12.4799,150,large,1
2.4,12.5322,150,large,1
2.4333,12.1752,150,large,1
2.4667,12.1195,150,large,1
2.5,12.1394,150,large,1
2.5333,11.7068,150,large,1
2.5667,11.8489,150,large,1
2.6,11.5179,150,large,1
2.6333,11.6014,150,large,1
2.6667,11.5697,150,large,1
2.7,11.6563,150,large,1
2.7333,11.374,150,large,1
2.7667,11.5334,150,large,1
2.8,11.7204,150,large,1
2.8333,11.8588,150,large,1
2.8667,11.8786,150,large,1
2.9,12.0236,150,large,1
2.9333,12.0281,150,large,1
2.9667,12.158,150,large,1
3.0,12.171,150,large,1
3.0333,12.2861,150,large,1
3.0667,12.3198,150,large,1
3.1,12.3743,150,large,1
3.1333,12.1757,150,large,1
3.1667,12.1571,150,large,1
3.2,12.1307,150,large,1
3.2333,12.0424,150,large,1
3.2667,12.0004,150,large,1
3.3,11.8223,150,large,1
3.3333,11.9275,150,large,1
3.3667,11.7859,150,large,1
3.4,11.7569,150,large,1
3.4333,11.6946,150,large,1
3.4667,11.9164,150,large,1
3.5,11.8268,150,large,1
3.5333,11.9553,150,large,1
3.5667,11.9184,150,large,1
3.6,11.7988,150,large,1
3.6333,11.8888,150,large,1
3.6667,12.0754,150,large,1
3.7,11.989,150,large,1
3.7333,11.9924,150,large,1
3.7667,12.0868,150,large,1
3.8,12.0996,150,large,1
3.8333,12.0364,150,large,1
3.8667,12.086,150,large,1
3.9,12.0609,150,large,1
3.9333,11.8728,150,large,1
3.9667,12.0966,150,large,1
4.0,11.9654,150,large,1
4.0333,12.1083,150,large,1
4.0667,11.8871,150,large,1
4.1,11.8312,150,large,1
4.1333,12.0357,150,large,1
4.1667,11.8024,150,large,1
4.2,11.8728,150,large,1
4.2333,11.9718,150,large,1
4.2667,11.9035,150,large,1
4.3,11.8079,150,large,1
4.3333,11.9695,150,large,1
4.3667,11.9553,150,large,1
4.4,12.0909,150,large,1
4.4333,12.0522,150,large,1
4.4667,12.2633,150,large,1
4.5,11.9016,150,large,1
4.5333,12.0411,150,large,1
4.5667,11.9632,150,large,1
4.6,12.1427,150,large,1
4.6333,12.1142,150,large,1
4.6667,12.1034,150,large,1
4.7,11.9729,150,large,1
4.7333,11.9654,150,large,1
4.7667,11.8515,150,large,1
4.8,12.1393,150,large,1
4.8333,12.0325,150,large,1
4.8667,11.9616,150,large,1
4.9,12.0497,150,large,1
4.9333,12.03,150,large,1
4.9667,12.0454,150,large,1
5.0,11.8374,150,large,1
5.0333,11.9125,150,large,1
5.0667,11.9896,150,large,1
5.1,12.0084,150,large,1
5.1333,12.0635,150,large,1
5.1667,11.9137,150,large,1
5.2,12.0118,150,large,1
5.2333,12.1847,150,large,1
5.2667,12.0693,150,large,1
5.3,12.0878,150,large,1
5.3333,12.0192,150,large,1
5.3667,12.083,150,large,1
5.4,12.1652,150,large,1
5.4333,12.0272,150,large,1
5.4667,12.1133,150,large,1
5.5,11.9411,150,large,1
5.5333,12.0535,150,large,1
5.5667,12.0738,150,large,1
5.6,11.9367,150,large,1
5.6333,12.0806,150,large,1
5.6667,11.9355,150,large,1
5.7,11.9228,150,large,1
5.7333,11.9859,150,large,1
5.7667,12.1405,150,large,1
5.8,12.0116,150,large,1
5.8333,12.0635,150,large,1
5.8667,11.9326,150,large,1
5.9,12.0003,150,large,1
5.9333,11.9032,150,large,1
5.9667,11.9548,150,large,1
6.0,12.0702,150,large,1
6.0333,12.0027,150,large,1
6.0667,12.1238,150,large,1
6.1,11.9926,150,large,1
6.1333,11.9934,150,large,1
6.1667,12.1111,150,large,1
6.2,11.9562,150,large,1
6.2333,11.8851,150,large,1
6.2667,12.109,150,large,1
6.3,12.036,150,large,1
6.3333,11.8276,150,large,1
6.3667,12.0023,150,large,1
6.4,11.9647,150,large,1
6.4333,12.1352,150,large,1
6.4667,11.9363,150,large,1
6.5,11.9476,150,large,1
6.5333,11.9211,150,large,1
6.5667,11.91,150,large,1
6.6,11.939,150,large,1
6.6333,11.8813,150,large,1
6.6667,11.9149,150,large,1
6.7,11.8702,150,large,1
6.7333,11.8803,150,large,1
6.7667,11.8766,150,large,1
6.8,11.9607,150,large,1
6.8333,11.9485,150,large,1
6.8667,11.9056,150,large,1
6.9,12.0422,150,large,1
6.9333,12.0,150,large,1
6.9667,11.969,150,large,1
7.0,11.9658,150,large,1
7.0333,12.1296,150,large,1
7.0667,12.0205,150,large,1
7.1,12.0384,150,large,1
7.1333,11.7927,150,large,1
7.1667,11.9465,150,large,1
7.2,11.8245,150,large,1
7.2333,11.9636,150,large,1
7.2667,12.0273,150,large,1
7.3,11.9435,150,large,1
7.3333,12.039,150,large,1
7.3667,11.916,150,large,1
7.4,12.0444,150,large,1
7.4333,11.8745,150,large,1
7.4667,11.9785,150,large,1
7.5,12.0336,150,large,1
7.5333,12.0434,150,large,1
7.5667,11.9908,150,large,1
7.6,12.1565,150,large,1
7.6333,11.9684,150,large,1
7.6667,11.9656,150,large,1
7.7,11.7809,150,large,1
7.7333,12.143,150,large,1
7.7667,11.9718,150,large,1
7.8,11.9069,150,large,1
7.8333,12.1063,150,large,1
7.8667,12.099,150,large,1
7.9,12.0085,150,large,1
7.9333,11.8847,150,large,1
7.9667,12.0327,150,large,1
8.0,11.9493,150,large,1
8.0333,11.9052,150,large,1
8.0667,12.0824,150,large,1
8.1,11.8283,150,large,1
8.1333,12.0444,150,large,1
8.1667,12.036,150,large,1
8.2,12.1636,150,large,1
8.2333,12.0257,150,large,1
8.2667,11.8353,150,large,1
8.3,11.9333,150,large,1
8.3333,12.0056,150,large,1
8.3667,12.029,150,large,1
8.4,12.0791,150,large,1
8.4333,11.844,150,large,1
8.4667,11.9743,150,large,1
8.5,12.0783,150,large,1
8.5333,12.1241,150,large,1
8.5667,12.1493,150,large,1
8.6,11.969,150,large,1
8.6333,12.0879,150,large,1
8.6667,12.1369,150,large,1
8.7,12.0956,150,large,1
8.7333,12.0576,150,large,1
8.7667,12.0658,150,large,1
8.8,11.9363,150,large,1
8.8333,11.8837,150,large,1
8.8667,12.0782,150,large,1
8.9,11.9718,150,large,1
8.9333,11.9974,150,large,1
8.9667,11.9535,150,large,1
9.0,11.9684,150,large,1
9.0333,12.0186,150,large,1
9.0667,11.9183,150,large,1
9.1,12.0057,150,large,1
9.1333,12.0199,150,large,1
9.1667,11.9941,150,large,1
9.2,11.9408,150,large,1
9.2333,12.0632,150,large,1
9.2667,12.1501,150,large,1
9.3,11.9521,150,large,1
9.3333,12.0989,150,large,1
9.3667,12.0713,150,large,1
9.4,11.7878,150,large,1
9.4333,11.9391,150,large,1
9.4667,11.949,150,large,1
9.5,12.0624,150,large,1
9.5333,12.0149,150,large,1
9.5667,12.0378,150,large,1
9.6,12.0507,150,large,1
9.6333,11.9279,150,large,1
9.6667,11.9401,150,large,1
9.7,11.902,150,large,1
9.7333,11.9863,150,large,1
9.7667,11.9904,150,large,1
9.8,12.0137,150,large,1
9.8333,11.9418,150,large,1
9.8667,12.0726,150,large,1
9.9,12.0735,150,large,1
9.9333,12.1238,150,large,1
9.9667,12.057,150,large,1
10.0,12.015,150,large,1
10.0333,12.0539,150,large,1
10.0667,12.0489,150,large,1
10.1,11.9479,150,large,1
10.1333,12.1032,150,large,1
10.1667,12.1375,150,large,1
10.2,12.1581,150,large,1
10.2333,12.0028,150,large,1
10.2667,12.0259,150,large,1
10.3,12.0332,150,large,1
10.3333,11.9997,150,large,1
10.3667,12.0495,150,large,1
10.4,11.9902,150,large,1
10.4333,11.9844,150,large,1
10.4667,12.1407,150,large,1
10.5,12.0131,150,large,1
10.5333,12.0053,150,large,1
10.5667,12.0706,150,large,1
10.6,12.012,150,large,1
10.6333,12.0234,150,large,1
10.6667,11.995,150,large,1
10.7,11.9024,150,large,1
10.7333,11.9976,150,large,1
10.7667,11.9091,150,large,1
10.8,12.0169,150,large,1
10.8333,11.9055,150,large,1
10.8667,12.0734,150,large,1
10.9,12.06,150,large,1
10.9333,12.0224,150,large,1
10.9667,11.992,150,large,1
11.0,12.0333,150,large,1
11.0333,11.8428,150,large,1
11.0667,11.9122,150,large,1
11.1,11.9881,150,large,1
11.1333,12.0276,150,large,1
11.1667,11.9936,150,large,1
11.2,11.9196,150,large,1
11.2333,12.0106,150,large,1
11.2667,11.9637,150,large,1
11.3,11.9145,150,large,1
11.3333,12.0264,150,large,1
11.3667,11.9832,150,large,1
11.4,12.0957,150,large,1
11.4333,12.0533,150,large,1
11.4667,12.0588,150,large,1
11.5,12.0258,150,large,1
11.5333,11.9324,150,large,1
11.5667,11.9252,150,large,1
11.6,11.8823,150,large,1
11.6333,12.2303,150,large,1
11.6667,11.9137,150,large,1
11.7,11.9832,150,large,1
11.7333,11.9712,150,large,1
11.7667,11.9775,150,large,1
11.8,11.9533,150,large,1
11.8333,11.8505,150,large,1
11.8667,11.9201,150,large,1
11.9,11.8887,150,large,1
11.9333,11.9898,150,large,1
11.9667,11.9452,150,large,1
