,mass A,,
t,x,y,
0.000,0.529,-6.203
0.033,,
0.067,,
0.100,0.433,-6.011
0.133,,
0.167,,
0.200,-2.234E-2,-3.530
0.234,,
0.267,,
0.300,-0.201,-0.447
0.334,,
0.367,,
0.400,-0.290,0.670
0.434,,
0.467,,
0.500,-0.514,-0.804
0.534,,
0.567,,
0.601,-0.380,-4.111
0.634,,
0.667,,
0.701,-0.290,-6.300
0.734,,
0.767,,
0.801,0.290,-6.211
0.834,,
0.868,,
0.901,0.648,-3.619
0.934,,
0.968,,
1.001,0.737,-0.447
1.034,,
1.068,,
1.101,0.782,0.715
1.134,,
1.168,,
1.201,0.737,-0.626
1.235,,
1.268,,
1.301,0.693,-3.485
1.335,,
1.368,,
1.401,0.469,-6.032
1.435,,
1.468,,
1.502,-0.112,-6.211
1.535,,
1.568,,
1.602,-0.424,-4.111
1.635,,
1.668,,
1.702,-0.559,-0.849
1.735,,
1.768,,
1.802,-0.514,0.715
1.835,,
1.869,,
1.902,-0.469,-0.491
1.935,,
1.969,,
2.002,-0.290,-3.530
2.035,,
2.069,,
2.102,0.112,-6.121
2.135,,
2.169,,
2.202,0.469,-6.211
2.236,,
2.269,,
2.302,0.782,-4.200
2.336,,
2.369,,
2.402,0.693,-1.072
2.436,,
2.469,,
2.502,0.648,0.581
2.536,,
2.569,,
2.603,0.380,-0.357
2.636,,
2.669,,
2.703,0.201,-3.306
2.736,,
2.769,,
2.803,-6.702E-2,-5.943
2.836,,
2.870,,
2.903,-0.290,-6.523
2.936,,
2.970,,
3.003,-0.246,-4.379
3.036,,
3.070,,
3.103,-0.112,-1.206
3.136,,
3.170,,
3.203,6.702E-2,0.581
3.237,,
3.270,,
3.303,0.112,-0.313
3.337,,
3.370,,
3.403,0.469,-3.306
3.437,,
3.470,,
3.503,0.424,-5.898
3.537,,
3.570,,
3.604,0.380,-6.255
3.637,,
3.670,,
3.704,0.201,-4.245
3.737,,
3.770,,
3.804,-2.234E-2,-1.072
3.837,,
3.871,,
3.904,-0.112,0.536
3.937,,
3.971,,
4.004,-0.290,-0.402
4.037,,
4.071,,
4.104,-0.469,-3.262
4.137,,
4.171,,
4.204,-0.380,-5.943
4.238,,
4.271,,
4.304,-0.156,-6.389
4.338,,
4.371,,
4.404,0.380,-4.647
4.438,,
4.471,,
4.505,0.469,-1.385
4.538,,
4.571,,
4.605,0.559,0.581
4.638,,
4.671,,
4.705,0.559,-0.223
4.738,,
4.771,,
4.805,0.603,-2.994
4.838,,
4.872,,
4.905,0.514,-5.540
4.938,,
4.972,,
5.005,0.112,-6.345
5.038,,
5.072,,
5.105,-0.290,-4.557
5.138,,
5.172,,
5.205,-0.424,-1.117
5.239,,
5.272,,
5.305,-0.380,0.626
5.339,,
5.372,,
5.405,-0.424,-0.179
5.439,,
5.472,,
5.505,-0.246,-2.904
5.539,,
5.572,,
5.606,-0.112,-5.630
5.639,,
5.672,,
5.706,0.290,-6.389
5.739,,
5.772,,
5.806,0.648,-4.647
5.839,,
5.873,,
5.906,0.648,-1.787
5.939,,
5.973,,
6.006,0.648,0.447
6.039,,
6.073,,
6.106,0.469,-4.468E-2
6.139,,
6.173,,
6.206,0.335,-2.770
6.240,,
6.273,,
6.306,6.702E-2,-5.406
6.340,,
6.373,,
6.406,-0.201,-6.389
6.440,,
6.473,,
6.506,-0.246,-4.781
6.540,,
6.573,,
6.607,-0.290,-1.787
6.640,,
6.673,,
6.707,-2.234E-2,0.313
6.740,,
6.773,,
6.807,2.234E-2,-0.223
6.840,,
6.874,,
6.907,0.246,-2.636
6.940,,
6.974,,
7.007,0.335,-5.496
7.040,,
7.074,,
7.107,0.424,-6.255
7.140,,
7.174,,
7.207,0.380,-4.781
7.241,,
7.274,,
7.307,0.156,-1.787
7.341,,
7.374,,
7.407,0.112,0.357
7.441,,
7.474,,
7.508,-0.112,4.468E-2
7.541,,
7.574,,
7.608,-0.201,-2.591
7.641,,
7.674,,
7.708,-0.290,-5.540
7.741,,
7.774,,
7.808,-6.702E-2,-6.389
7.841,,
7.875,,
7.908,0.201,-4.915
7.941,,
7.975,,
8.008,0.469,-1.921
8.041,,
8.075,,
8.108,0.469,0.268
8.141,,
8.175,,
8.208,0.648,-8.936E-2
8.242,,
8.275,,
8.308,0.693,-2.502
8.342,,
8.375,,
8.408,0.603,-5.272
8.442,,
8.475,,
8.508,6.702E-2,-6.300
8.542,,
8.575,,
8.609,-0.201,-4.826
8.642,,
8.675,,
8.709,-0.469,-2.100
8.742,,
8.775,,
8.809,-0.469,0.313
8.842,,
8.876,,
8.909,-0.380,0.000
8.942,,
8.976,,
9.009,-0.335,-2.457
9.042,,
9.076,,
9.109,-0.112,-5.451
9.142,,
9.176,,
9.209,0.201,-6.211
9.243,,
9.276,,
9.309,0.559,-4.870
9.343,,
9.376,,
9.409,0.648,-2.145
9.443,,
9.476,,
9.509,0.648,0.223
9.543,,
9.576,,
9.610,0.514,0.000
9.643,,
9.676,,
9.710,0.380,-2.279
9.743,,
9.776,,
9.810,0.156,-5.004
9.843,,
9.877,,
9.910,-2.234E-2,-6.345
9.943,,
9.977,,
10.010,-0.290,-5.094
10.043,,
10.077,,
10.110,-0.246,-2.323
10.143,,
10.177,,
10.210,-0.112,0.134
10.244,,
10.277,,
10.310,0.156,8.936E-2
10.344,,
10.377,,
10.410,0.156,-2.189
10.444,,
10.477,,
10.511,0.246,-4.915
10.544,,
10.577,,
10.611,0.380,-6.166
10.644,,
10.677,,
10.711,0.424,-5.049
10.744,,
10.777,,
10.811,0.246,-2.189
10.844,,
10.878,,
10.911,0.112,-4.468E-2
10.944,,
10.978,,
11.011,-0.112,0.313
11.044,,
11.078,,
11.111,-0.112,-2.100
11.144,,
11.178,,
11.211,-0.156,-4.870
11.245,,
11.278,,
11.311,-0.156,-6.389
11.345,,
11.378,,
11.411,0.112,-5.138
11.445,,
11.478,,
11.511,0.335,-2.547
11.545,,
11.578,,
11.612,0.469,8.936E-2
11.645,,
11.678,,
11.712,0.469,0.134
11.745,,
11.778,,
11.812,0.469,-1.921
11.845,,
11.879,,
11.912,0.603,-4.647
11.945,,
11.979,,
12.012,0.201,-6.166
12.045,,
12.079,,
12.112,-2.234E-2,-5.094
12.145,,
12.179,,
12.212,-0.335,-2.547
12.246,,
12.279,,
12.312,-0.380,0.000
12.346,,
12.379,,
12.412,-0.424,0.134
12.446,,
12.479,,
12.512,-0.335,-1.921
12.546,,
12.579,,
12.613,-0.112,-4.647
12.646,,
12.679,,
12.713,0.201,-6.166
12.746,,
12.779,,
12.813,0.559,-5.317
12.846,,
12.880,,
12.913,0.737,-2.591
12.946,,
12.980,,
13.013,0.559,-4.468E-2
13.046,,
13.080,,
13.113,0.514,0.313
13.146,,
13.180,,
13.213,0.469,-1.921
13.247,,
13.280,,
13.313,0.201,-4.557
13.347,,
13.380,,
13.413,-2.234E-2,-6.077
13.447,,
13.480,,
13.514,-0.290,-5.183
13.547,,
13.580,,
13.614,-0.201,-2.726
13.647,,
13.680,,
13.714,-0.201,0.000
13.747,,
13.780,,
13.814,-6.702E-2,0.268
13.847,,
13.881,,
13.914,0.112,-1.653
13.947,,
13.981,,
14.014,0.290,-4.513
14.047,,
14.081,,
14.114,0.514,-6.255
14.147,,
14.181,,
14.214,0.514,-5.228
14.248,,
14.281,,
14.314,0.335,-2.726
14.348,,
14.381,,
14.414,0.112,-0.134
14.448,,
14.481,,
14.514,-2.234E-2,0.402
14.548,,
14.581,,
14.615,-6.702E-2,-1.653
14.648,,
14.681,,
14.715,-0.112,-4.468
14.748,,
14.781,,
14.815,-0.156,-6.121
14.848,,
14.882,,
14.915,6.702E-2,-5.317
14.948,,
14.982,,
15.015,0.290,-2.904
15.048,,
15.082,,
15.115,0.335,-0.223
15.148,,
15.182,,
15.215,0.469,0.179
15.249,,
15.282,,
15.315,0.603,-1.564
15.349,,
15.382,,
15.415,0.603,-4.468
15.449,,
15.482,,
15.515,6.702E-2,-6.121
15.549,,
15.582,,
15.616,2.234E-2,-5.362
15.649,,
15.682,,
15.716,-0.246,-2.994
15.749,,
15.782,,
15.816,-0.335,-0.313
15.849,,
15.883,,
15.916,-0.335,0.223
15.949,,
15.983,,
16.016,-0.246,-1.385
16.049,,
16.083,,
16.116,-6.702E-2,-4.334
16.149,,
16.183,,
16.216,0.112,-6.077
16.250,,
16.283,,
16.316,0.335,-5.406
16.350,,
16.383,,
16.416,0.648,-3.083
16.450,,
16.483,,
16.517,0.559,-0.447
16.550,,
16.583,,
16.617,0.559,0.357
16.650,,
16.683,,
16.717,0.424,-1.340
16.750,,
16.783,,
16.817,0.246,-4.200
16.850,,
16.884,,
16.917,-2.234E-2,-5.987
16.950,,
16.984,,
17.017,-0.201,-5.451
17.050,,
17.084,,
17.117,-0.201,-3.038
17.150,,
17.184,,
17.217,-0.112,-0.581
17.251,,
17.284,,
17.317,-6.702E-2,0.268
17.351,,
17.384,,
17.417,2.234E-2,-1.340
17.451,,
17.484,,
17.517,0.246,-4.066
17.551,,
17.584,,
17.618,0.335,-5.898
17.651,,
17.684,,
