0.0,-22.43
0.1,-19.84
0.2,-18.38
0.3,-18.77
0.4,-20.53
0.5,-23.16
0.601,-25.12
0.701,-25.56
0.801,-24.04
0.901,-21.46
1.001,-19.26
1.101,-18.33
1.201,-19.36
1.301,-21.8
1.401,-24.09
1.502,-25.26
1.602,-24.53
1.702,-22.53
1.802,-20.28
1.902,-18.58
2.002,-18.58
2.102,-20.24
2.202,-22.82
2.302,-24.92
2.402,-25.51
2.502,-24.04
2.603,-21.75
2.703,-19.45
2.803,-18.28
2.903,-19.06
3.003,-21.16
3.103,-23.6
3.203,-25.21
3.303,-25.12
3.403,-23.36
3.503,-20.87
3.604,-18.82
3.704,-18.38
3.804,-19.89
3.904,-22.19
4.004,-24.29
4.104,-24.82
4.204,-24.09
4.304,-21.99
4.404,-19.75
4.505,-18.58
4.605,-18.87
4.705,-21.02
4.805,-23.56
4.905,-25.31
5.005,-25.31
5.105,-23.56
5.205,-21.02
5.305,-18.92
5.405,-18.38
5.505,-19.45
5.606,-21.85
5.706,-24.04
5.806,-25.26
5.906,-24.58
6.006,-22.48
6.106,-19.94
6.206,-18.53
6.306,-18.48
6.406,-20.38
6.506,-22.77
6.607,-24.97
6.707,-25.17
6.807,-23.56
6.907,-21.31
7.007,-19.16
7.107,-18.33
7.207,-19.31
7.307,-21.55
7.407,-24.29
7.508,-25.21
7.608,-25.02
7.708,-22.87
7.808,-20.48
7.908,-18.72
8.008,-18.67
8.108,-19.94
8.208,-22.38
8.308,-24.53
8.408,-25.26
8.508,-24.04
8.609,-21.99
8.709,-19.45
8.809,-18.28
8.909,-18.97
9.009,-21.07
9.109,-23.46
9.209,-24.97
9.309,-24.87
9.409,-23.26
9.509,-20.87
9.61,-18.92
9.71,-18.48
9.81,-19.89
9.91,-22.29
10.01,-24.78
10.11,-25.31
10.21,-24.43
10.31,-22.29
10.41,-19.84
10.511,-18.53
10.611,-18.58
10.711,-20.53
10.811,-23.16
10.911,-25.02
11.011,-25.26
11.111,-23.75
11.211,-21.26
11.311,-19.11
11.411,-18.38
11.511,-19.5
11.612,-21.8
11.712,-23.9
11.812,-25.21
11.912,-24.58
12.012,-22.58
12.112,-20.24
12.212,-18.58
12.312,-18.72
12.412,-20.48
12.512,-22.92
12.613,-24.87
12.713,-25.31
12.813,-23.9
12.913,-21.65
13.013,-19.26
13.113,-18.43
13.213,-19.11
13.313,-21.21
13.413,-23.6
13.514,-25.12
13.614,-24.97
13.714,-23.31
13.814,-20.82
13.914,-18.92
14.014,-18.62
14.114,-19.99
14.214,-22.29
14.314,-24.39
14.414,-25.17
14.514,-24.24
14.615,-22.14
14.715,-19.8
14.815,-18.58
14.915,-19.01
15.015,-21.02
15.115,-23.51
15.215,-25.12
15.315,-25.02
15.415,-23.21
15.515,-20.87
15.616,-18.92
15.716,-18.38
15.816,-19.7
15.916,-21.9
16.016,-24.24
16.116,-25.26
16.216,-24.78
16.316,-22.53
16.416,-20.24
16.517,-18.58
16.617,-18.87
16.717,-20.67
16.817,-22.87
16.917,-24.63
17.017,-24.97
17.117,-23.65
17.217,-21.55
17.317,-19.31
17.417,-18.43
17.517,-19.41
17.618,-21.7
17.718,-24.09
17.818,-25.26
17.918,-24.58
18.018,-22.58
18.118,-20.38
18.218,-18.77
18.318,-18.58
18.418,-20.19
18.518,-22.63
18.619,-24.68
18.719,-25.31
18.819,-24.24
18.919,-21.8
19.019,-19.5
19.119,-18.48
19.219,-19.11
19.319,-21.11
19.419,-23.46
19.52,-24.87
19.62,-24.68
19.72,-23.07
19.82,-20.82
19.92,-18.92
20.02,-18.58
20.12,-19.94
20.22,-22.43
20.32,-24.43
20.42,-25.26
20.52,-24.24
20.621,-21.94
20.721,-19.65
20.821,-18.58
20.921,-18.92
21.021,-20.77
21.121,-23.26
21.221,-25.07
21.321,-24.97
21.421,-23.46
21.521,-21.36
21.622,-19.21
21.722,-18.62
21.822,-19.55
21.922,-21.65
22.022,-23.99
22.122,-24.78
22.222,-24.43
22.322,-22.63
22.422,-20.28
22.523,-18.67
22.623,-18.87
22.723,-20.67
22.823,-23.07
22.923,-24.82
23.023,-25.12
23.123,-23.7
23.223,-21.41
23.323,-19.45
23.423,-18.53
23.523,-19.26
23.624,-21.41
23.724,-23.8
23.824,-25.26
23.924,-24.82
24.024,-23.21
24.124,-20.77
24.224,-18.77
24.324,-18.58
24.424,-20.09
24.524,-22.38
24.625,-24.39
24.725,-25.02
24.825,-24.04
24.925,-21.8
25.025,-19.65
25.125,-18.33
25.225,-18.97
25.325,-21.02
25.425,-23.46
25.526,-24.73
25.626,-24.43
25.726,-23.07
25.826,-20.82
25.926,-18.97
26.026,-18.62
26.126,-19.89
26.226,-21.99
26.326,-24.14
26.426,-25.17
26.526,-24.29
