,mass A,,
t,x,y,
0.000,-0.156,-1.601
0.033,,
0.067,,
0.100,6.669E-2,-3.823
0.133,,
0.167,,
0.200,0.111,-6.269
0.234,,
0.267,,
0.300,0.156,-7.603
0.334,,
0.367,,
0.400,-2.223E-2,-7.069
0.434,,
0.467,,
0.500,-0.289,-5.024
0.534,,
0.567,,
0.601,-0.556,-2.401
0.634,,
0.667,,
0.701,-0.422,-0.978
0.734,,
0.767,,
0.801,-0.511,-1.867
0.834,,
0.868,,
0.901,-0.600,-4.179
0.934,,
0.968,,
1.001,-0.467,-6.491
1.034,,
1.068,,
1.101,-0.289,-7.691
1.134,,
1.168,,
1.201,-6.669E-2,-6.891
1.235,,
1.268,,
1.301,0.156,-4.891
1.335,,
1.368,,
1.401,0.156,-2.356
1.435,,
1.468,,
1.502,2.223E-2,-1.023
1.535,,
1.568,,
1.602,6.669E-2,-1.823
1.635,,
1.668,,
1.702,-6.669E-2,-4.090
1.735,,
1.768,,
1.802,-0.245,-6.624
1.835,,
1.869,,
1.902,-0.422,-7.780
1.935,,
1.969,,
2.002,-0.511,-7.113
2.035,,
2.069,,
2.102,-0.511,-4.802
2.135,,
2.169,,
2.202,-0.511,-2.267
2.236,,
2.269,,
2.302,-0.378,-1.067
2.336,,
2.369,,
2.402,-0.200,-2.001
2.436,,
2.469,,
2.502,-2.223E-2,-4.179
2.536,,
2.569,,
2.603,-2.223E-2,-6.402
2.636,,
2.669,,
2.703,0.111,-7.691
2.736,,
2.769,,
2.803,0.111,-6.847
2.836,,
2.870,,
2.903,-0.200,-4.579
2.936,,
2.970,,
3.003,-0.378,-2.312
3.036,,
3.070,,
3.103,-0.511,-1.200
3.136,,
3.170,,
3.203,-0.600,-2.090
3.237,,
3.270,,
3.303,-0.689,-4.579
3.337,,
3.370,,
3.403,-0.645,-6.802
3.437,,
3.470,,
3.503,-0.378,-7.691
3.537,,
3.570,,
3.604,-6.669E-2,-6.580
3.637,,
3.670,,
3.704,2.223E-2,-4.579
3.737,,
3.770,,
3.804,2.223E-2,-2.134
3.837,,
3.871,,
3.904,2.223E-2,-1.156
3.937,,
3.971,,
4.004,-6.669E-2,-2.045
4.037,,
4.071,,
4.104,-6.669E-2,-4.313
4.137,,
4.171,,
4.204,-0.333,-6.713
4.238,,
4.271,,
4.304,-0.467,-7.736
4.338,,
4.371,,
4.404,-0.511,-6.758
4.438,,
4.471,,
4.505,-0.511,-4.490
4.538,,
4.571,,
4.605,-0.645,-2.045
4.638,,
4.671,,
4.705,-0.467,-1.245
4.738,,
4.771,,
4.805,-0.378,-2.267
4.838,,
4.872,,
4.905,-0.156,-4.490
4.938,,
4.972,,
5.005,-2.223E-2,-6.580
5.038,,
5.072,,
5.105,6.669E-2,-7.603
5.138,,
5.172,,
5.205,-2.223E-2,-6.447
5.239,,
5.272,,
5.305,-0.111,-4.268
5.339,,
5.372,,
5.405,-0.245,-2.001
5.439,,
5.472,,
5.505,-0.422,-1.245
5.539,,
5.572,,
5.606,-0.556,-2.445
