0.0,-22.0
0.1,-20.0
0.2,-18.0
0.3,-19.0
0.4,-21.0
0.5,-23.0
0.601,-25.0
0.701,-26.0
0.801,-24.0
0.901,-21.0
1.001,-19.0
1.101,-18.0
1.201,-19.0
1.301,-22.0
1.401,-24.0
1.502,-25.0
1.602,-25.0
1.702,-23.0
1.802,-20.0
1.902,-19.0
2.002,-19.0
2.102,-20.0
2.202,-23.0
2.302,-25.0
2.402,-26.0
2.502,-24.0
2.603,-22.0
2.703,-19.0
2.803,-18.0
2.903,-19.0
3.003,-21.0
3.103,-24.0
3.203,-25.0
3.303,-25.0
3.403,-23.0
3.503,-21.0
3.604,-19.0
3.704,-18.0
3.804,-20.0
3.904,-22.0
4.004,-24.0
4.104,-25.0
4.204,-24.0
4.304,-22.0
4.404,-20.0
4.505,-19.0
4.605,-19.0
4.705,-21.0
4.805,-24.0
4.905,-25.0
5.005,-25.0
5.105,-24.0
5.205,-21.0
5.305,-19.0
5.405,-18.0
5.505,-19.0
5.606,-22.0
5.706,-24.0
5.806,-25.0
5.906,-25.0
6.006,-22.0
6.106,-20.0
6.206,-19.0
6.306,-18.0
6.406,-20.0
6.506,-23.0
6.607,-25.0
6.707,-25.0
6.807,-24.0
6.907,-21.0
7.007,-19.0
7.107,-18.0
7.207,-19.0
7.307,-22.0
7.407,-24.0
7.508,-25.0
7.608,-25.0
7.708,-23.0
7.808,-20.0
7.908,-19.0
8.008,-19.0
8.108,-20.0
8.208,-22.0
8.308,-25.0
8.408,-25.0
8.508,-24.0
8.609,-22.0
8.709,-19.0
8.809,-18.0
8.909,-19.0
9.009,-21.0
9.109,-23.0
9.209,-25.0
9.309,-25.0
9.409,-23.0
9.509,-21.0
9.61,-19.0
9.71,-18.0
9.81,-20.0
9.91,-22.0
10.01,-25.0
10.11,-25.0
10.21,-24.0
10.31,-22.0
10.41,-20.0
10.511,-19.0
10.611,-19.0
10.711,-21.0
10.811,-23.0
10.911,-25.0
11.011,-25.0
11.111,-24.0
11.211,-21.0
11.311,-19.0
11.411,-18.0
11.511,-20.0
11.612,-22.0
11.712,-24.0
11.812,-25.0
11.912,-25.0
12.012,-23.0
12.112,-20.0
12.212,-19.0
12.312,-19.0
12.412,-20.0
12.512,-23.0
12.613,-25.0
12.713,-25.0
12.813,-24.0
12.913,-22.0
13.013,-19.0
13.113,-18.0
13.213,-19.0
13.313,-21.0
13.413,-24.0
13.514,-25.0
13.614,-25.0
13.714,-23.0
13.814,-21.0
13.914,-19.0
14.014,-19.0
14.114,-20.0
14.214,-22.0
14.314,-24.0
14.414,-25.0
14.514,-24.0
14.615,-22.0
14.715,-20.0
14.815,-19.0
14.915,-19.0
15.015,-21.0
15.115,-24.0
15.215,-25.0
15.315,-25.0
15.415,-23.0
15.515,-21.0
15.616,-19.0
15.716,-18.0
15.816,-20.0
15.916,-22.0
16.016,-24.0
16.116,-25.0
16.216,-25.0
16.316,-23.0
16.416,-20.0
16.517,-19.0
16.617,-19.0
16.717,-21.0
16.817,-23.0
16.917,-25.0
17.017,-25.0
17.117,-24.0
17.217,-22.0
17.317,-19.0
17.417,-18.0
17.517,-19.0
17.618,-22.0
17.718,-24.0
17.818,-25.0
17.918,-25.0
18.018,-23.0
18.118,-20.0
18.218,-19.0
18.318,-19.0
18.418,-20.0
18.518,-23.0
18.619,-25.0
18.719,-25.0
18.819,-24.0
18.919,-22.0
19.019,-20.0
19.119,-18.0
19.219,-19.0
19.319,-21.0
19.419,-23.0
19.52,-25.0
19.62,-25.0
19.72,-23.0
19.82,-21.0
19.92,-19.0
20.02,-19.0
20.12,-20.0
20.22,-22.0
20.32,-24.0
20.42,-25.0
20.52,-24.0
20.621,-22.0
20.721,-20.0
20.821,-19.0
20.921,-19.0
21.021,-21.0
21.121,-23.0
21.221,-25.0
21.321,-25.0
21.421,-23.0
21.521,-21.0
21.622,-19.0
21.722,-19.0
21.822,-20.0
21.922,-22.0
22.022,-24.0
22.122,-25.0
22.222,-24.0
22.322,-23.0
22.422,-20.0
22.523,-19.0
22.623,-19.0
22.723,-21.0
22.823,-23.0
22.923,-25.0
23.023,-25.0
23.123,-24.0
23.223,-21.0
23.323,-19.0
23.423,-19.0
23.523,-19.0
23.624,-21.0
23.724,-24.0
23.824,-25.0
23.924,-25.0
24.024,-23.0
24.124,-21.0
24.224,-19.0
24.324,-19.0
24.424,-20.0
24.524,-22.0
24.625,-24.0
24.725,-25.0
24.825,-24.0
24.925,-22.0
25.025,-20.0
25.125,-18.0
25.225,-19.0
25.325,-21.0
25.425,-23.0
25.526,-25.0
25.626,-24.0
25.726,-23.0
25.826,-21.0
25.926,-19.0
26.026,-19.0
26.126,-20.0
26.226,-22.0
26.326,-24.0
26.426,-25.0
26.526,-24.0
26.627,-22.0
26.727,-20.0
26.827,-19.0
26.927,-19.0
27.027,-21.0
27.127,-23.0
27.227,-25.0
27.327,-25.0
27.427,-24.0
27.527,-21.0
27.628,-19.0
27.728,-19.0
27.828,-20.0
27.928,-22.0
28.028,-24.0
28.128,-25.0
28.228,-24.0
28.328,-23.0
28.428,-20.0
28.529,-19.0
28.629,-19.0
28.729,-20.0
28.829,-23.0
28.929,-25.0
29.029,-25.0
29.129,-24.0
29.229,-22.0
29.329,-20.0
29.429,-19.0
29.529,-20.0
29.63,-21.0
29.73,-24.0
29.83,-25.0
29.93,-25.0
30.03,-23.0
30.13,-21.0
30.23,-19.0
30.33,-19.0
30.43,-20.0
30.53,-22.0
30.631,-24.0
30.731,-25.0
30.831,-24.0
30.931,-22.0
31.031,-20.0
31.131,-19.0
31.231,-19.0
31.331,-21.0
31.431,-24.0
31.532,-25.0
31.632,-25.0
31.732,-23.0
31.832,-21.0
31.932,-19.0
32.032,-19.0
32.132,-20.0
32.232,-22.0
32.332,-24.0
32.432,-25.0
32.532,-24.0
32.633,-22.0
32.733,-20.0
32.833,-19.0
32.933,-19.0
33.033,-21.0
33.133,-23.0
33.233,-25.0
33.333,-25.0
33.433,-23.0
33.533,-21.0
33.634,-20.0
33.734,-19.0
33.834,-20.0
33.934,-22.0
34.034,-24.0
34.134,-25.0
34.234,-24.0
34.334,-23.0
34.434,-20.0
34.535,-19.0
34.635,-19.0
34.735,-20.0
34.835,-23.0
