t,x,y,run,mass_key,paddle_key
23.523,0.66,-7.284,run13,M3,P4
23.624,0.709,-8.116,run13,M3,P4
23.724,0.416,-7.773,run13,M3,P4
23.824,0.269,-6.258,run13,M3,P4
23.924,0.07333,-4.596,run13,M3,P4
24.024,-0.02444,-3.422,run13,M3,P4
24.124,-0.07333,-3.276,run13,M3,P4
24.224,0.07333,-4.644,run13,M3,P4
24.324,0.122,-6.307,run13,M3,P4
24.424,0.269,-7.822,run13,M3,P4
24.524,0.513,-8.164,run13,M3,P4
24.625,0.66,-7.284,run13,M3,P4
24.725,0.611,-5.72,run13,M3,P4
24.825,0.513,-4.253,run13,M3,P4
24.925,0.513,-3.276,run13,M3,P4
25.025,0.416,-3.52,run13,M3,P4
25.125,0.269,-4.889,run13,M3,P4
25.225,0.122,-6.649,run13,M3,P4
25.325,0.02444,-7.92,run13,M3,P4
25.425,-0.02444,-8.164,run13,M3,P4
25.526,0.07333,-7.138,run13,M3,P4
25.626,0.22,-5.427,run13,M3,P4
25.726,0.367,-3.813,run13,M3,P4
25.826,0.416,-3.422,run13,M3,P4
25.926,0.416,-3.813,run13,M3,P4
26.026,0.611,-5.378,run13,M3,P4
26.126,0.611,-6.893,run13,M3,P4
26.226,0.464,-7.969,run13,M3,P4
26.326,0.22,-7.724,run13,M3,P4
26.426,0.02444,-6.6,run13,M3,P4
26.526,-0.122,-5.084,run13,M3,P4
26.627,-0.122,-3.813,run13,M3,P4
26.727,-0.122,-3.422,run13,M3,P4
26.827,0.02444,-4.302,run13,M3,P4
26.927,0.22,-5.916,run13,M3,P4
27.027,0.464,-7.382,run13,M3,P4
27.127,0.464,-7.969,run13,M3,P4
27.227,0.66,-7.578,run13,M3,P4
27.327,0.562,-6.209,run13,M3,P4
27.427,0.416,-4.351,run13,M3,P4
27.527,0.416,-3.569,run13,M3,P4
27.628,0.318,-3.52,run13,M3,P4
27.728,0.07333,-4.547,run13,M3,P4
27.828,0.02444,-6.258,run13,M3,P4
27.928,-0.07333,-7.822,run13,M3,P4
28.028,0.07333,-8.164,run13,M3,P4
28.128,0.318,-7.333,run13,M3,P4
28.228,0.269,-5.72,run13,M3,P4
28.328,0.562,-4.204,run13,M3,P4
28.428,0.562,-3.471,run13,M3,P4
28.529,0.611,-3.716,run13,M3,P4
28.629,0.66,-5.133,run13,M3,P4
28.729,0.562,-6.6,run13,M3,P4
28.829,0.367,-7.578,run13,M3,P4
28.929,0.07333,-7.822,run13,M3,P4
29.029,0.02444,-6.844,run13,M3,P4
29.129,0.07333,-5.231,run13,M3,P4
29.229,-0.07333,-3.813,run13,M3,P4
29.329,0.122,-3.422,run13,M3,P4
29.429,0.171,-4.156,run13,M3,P4
29.529,0.367,-5.573,run13,M3,P4
29.63,0.562,-7.187,run13,M3,P4
29.73,0.611,-7.822,run13,M3,P4
29.83,0.611,-7.627,run13,M3,P4
29.93,0.464,-6.209,run13,M3,P4
30.03,0.416,-4.596,run13,M3,P4
30.13,0.22,-3.667,run13,M3,P4
30.23,0.171,-3.422,run13,M3,P4
30.33,0.122,-4.498,run13,M3,P4
30.43,-0.07333,-6.209,run13,M3,P4
30.53,0.122,-7.529,run13,M3,P4
30.631,0.269,-8.164,run13,M3,P4
30.731,0.269,-7.431,run13,M3,P4
30.831,0.464,-5.964,run13,M3,P4
30.931,0.611,-4.498,run13,M3,P4
31.031,0.709,-3.471,run13,M3,P4
31.131,0.66,-3.813,run13,M3,P4
31.231,0.562,-4.742,run13,M3,P4
31.331,0.513,-6.356,run13,M3,P4
31.431,0.367,-7.627,run13,M3,P4
31.532,0.22,-7.822,run13,M3,P4
31.632,0.122,-6.991,run13,M3,P4
31.732,0.02444,-5.427,run13,M3,P4
31.832,0.02444,-4.156,run13,M3,P4
31.932,0.171,-3.373,run13,M3,P4
32.032,0.367,-4.058,run13,M3,P4
32.132,0.464,-5.427,run13,M3,P4
32.232,0.611,-7.089,run13,M3,P4
32.332,0.66,-7.773,run13,M3,P4
32.432,0.66,-7.724,run13,M3,P4
32.532,0.416,-6.453,run13,M3,P4
32.633,0.367,-4.938,run13,M3,P4
32.733,0.122,-3.764,run13,M3,P4
32.833,0.122,-3.569,run13,M3,P4
32.933,0.171,-4.302,run13,M3,P4
33.033,0.171,-5.769,run13,M3,P4
33.133,0.171,-7.187,run13,M3,P4
33.233,0.367,-7.871,run13,M3,P4
33.333,0.416,-7.676,run13,M3,P4
33.433,0.464,-6.16,run13,M3,P4
33.533,0.562,-4.596,run13,M3,P4
33.634,0.611,-3.618,run13,M3,P4
33.734,0.513,-3.667,run13,M3,P4
33.834,0.367,-4.693,run13,M3,P4
33.934,0.367,-6.111,run13,M3,P4
34.034,0.318,-7.627,run13,M3,P4
34.134,0.122,-7.822,run13,M3,P4
34.234,0.07333,-7.284,run13,M3,P4
34.334,0.07333,-5.964,run13,M3,P4
34.434,0.269,-4.596,run13,M3,P4
34.535,0.269,-3.813,run13,M3,P4
34.635,0.367,-4.058,run13,M3,P4
34.735,0.464,-5.133,run13,M3,P4
34.835,0.562,-6.502,run13,M3,P4
0.0,-0.318,-10.41,run14,M3,P6
0.1,-0.611,-9.289,run14,M3,P6
0.2,-0.611,-6.796,run14,M3,P6
0.3,0.02444,-3.813,run14,M3,P6
0.4,0.22,-2.151,run14,M3,P6
0.5,0.416,-2.053,run14,M3,P6
0.601,0.367,-3.667,run14,M3,P6
0.701,0.171,-6.307,run14,M3,P6
0.801,0.122,-8.898,run14,M3,P6
0.901,0.02444,-9.876,run14,M3,P6
1.001,0.07333,-9.191,run14,M3,P6
1.101,0.22,-6.747,run14,M3,P6
1.201,0.367,-4.204,run14,M3,P6
1.301,0.513,-2.542,run14,M3,P6
1.401,0.611,-2.493,run14,M3,P6
1.502,0.416,-4.204,run14,M3,P6
1.602,0.269,-6.698,run14,M3,P6
1.702,0.122,-8.947,run14,M3,P6
1.802,-0.02444,-9.582,run14,M3,P6
1.902,-0.02444,-8.653,run14,M3,P6
2.002,0.122,-6.356,run14,M3,P6
2.102,0.269,-3.911,run14,M3,P6
2.202,0.464,-2.444,run14,M3,P6
2.302,0.562,-2.591,run14,M3,P6
2.402,0.562,-4.498,run14,M3,P6
2.502,0.416,-6.942,run14,M3,P6
2.603,0.464,-8.996,run14,M3,P6
2.703,0.171,-9.631,run14,M3,P6
2.803,0.171,-8.556,run14,M3,P6
2.903,-0.02444,-6.502,run14,M3,P6
3.003,0.122,-3.813,run14,M3,P6
3.103,0.171,-2.444,run14,M3,P6
3.203,0.269,-2.787,run14,M3,P6
3.303,0.22,-4.4,run14,M3,P6
3.403,0.464,-6.942,run14,M3,P6
3.503,0.464,-8.751,run14,M3,P6
3.604,0.562,-9.338,run14,M3,P6
3.704,0.464,-8.409,run14,M3,P6
3.804,0.367,-6.062,run14,M3,P6
3.904,0.269,-3.96,run14,M3,P6
4.004,0.171,-2.591,run14,M3,P6
4.104,0.269,-3.178,run14,M3,P6
4.204,0.318,-4.889,run14,M3,P6
4.304,0.269,-7.138,run14,M3,P6
4.404,0.367,-8.8,run14,M3,P6
4.505,0.513,-8.849,run14,M3,P6
4.605,0.562,-7.773,run14,M3,P6
4.705,0.513,-5.671,run14,M3,P6
4.805,0.416,-3.618,run14,M3,P6
4.905,0.269,-2.836,run14,M3,P6
5.005,0.22,-3.373,run14,M3,P6
5.105,0.269,-5.329,run14,M3,P6
5.205,0.171,-7.333,run14,M3,P6
5.305,0.22,-9.044,run14,M3,P6
5.405,0.22,-8.996,run14,M3,P6
5.505,0.269,-7.578,run14,M3,P6
5.606,0.416,-5.476,run14,M3,P6
5.706,0.318,-3.618,run14,M3,P6
5.806,0.318,-3.031,run14,M3,P6
5.906,0.269,-3.422,run14,M3,P6
6.006,0.318,-5.28,run14,M3,P6
6.106,0.269,-7.284,run14,M3,P6
6.206,0.269,-8.702,run14,M3,P6
6.306,0.367,-8.947,run14,M3,P6
6.406,0.416,-7.676,run14,M3,P6
6.506,0.367,-5.427,run14,M3,P6
6.607,0.416,-3.716,run14,M3,P6
6.707,0.416,-2.982,run14,M3,P6
6.807,0.416,-3.764,run14,M3,P6
6.907,0.318,-5.524,run14,M3,P6
7.007,0.318,-7.382,run14,M3,P6
7.107,0.269,-8.604,run14,M3,P6
7.207,0.318,-8.36,run14,M3,P6
7.307,0.22,-6.991,run14,M3,P6
7.407,0.367,-5.084,run14,M3,P6
7.508,0.318,-3.667,run14,M3,P6
7.608,0.318,-3.031,run14,M3,P6
7.708,0.464,-4.058,run14,M3,P6
7.808,0.513,-5.916,run14,M3,P6
7.908,0.464,-7.871,run14,M3,P6
8.008,0.464,-8.8,run14,M3,P6
8.108,0.416,-8.458,run14,M3,P6
8.208,0.416,-6.893,run14,M3,P6
8.308,0.22,-4.987,run14,M3,P6
8.408,0.22,-3.471,run14,M3,P6
8.508,0.269,-3.276,run14,M3,P6
8.609,0.367,-4.156,run14,M3,P6
8.709,0.367,-5.964,run14,M3,P6
8.809,0.416,-7.724,run14,M3,P6
8.909,0.464,-8.653,run14,M3,P6
9.009,0.513,-8.311,run14,M3,P6
9.109,0.562,-6.844,run14,M3,P6
9.209,0.513,-4.84,run14,M3,P6
9.309,0.416,-3.813,run14,M3,P6
9.409,0.367,-3.667,run14,M3,P6
9.509,0.122,-4.644,run14,M3,P6
9.61,0.416,-6.16,run14,M3,P6
9.71,0.07333,-7.627,run14,M3,P6
9.81,0.22,-8.507,run14,M3,P6
9.91,0.318,-8.018,run14,M3,P6
10.01,0.269,-6.551,run14,M3,P6
10.11,0.318,-4.889,run14,M3,P6
10.21,0.464,-3.716,run14,M3,P6
10.31,0.464,-3.813,run14,M3,P6
10.41,0.513,-4.84,run14,M3,P6
10.511,0.611,-6.551,run14,M3,P6
10.611,0.611,-7.969,run14,M3,P6
10.711,0.22,-8.409,run14,M3,P6
10.811,0.318,-7.627,run14,M3,P6
10.911,0.318,-6.111,run14,M3,P6
11.011,0.122,-4.644,run14,M3,P6
11.111,0.122,-3.618,run14,M3,P6
11.211,0.22,-3.862,run14,M3,P6
11.311,0.269,-4.987,run14,M3,P6
11.411,0.416,-6.649,run14,M3,P6
11.511,0.416,-7.92,run14,M3,P6
11.612,0.464,-8.36,run14,M3,P6
11.712,0.611,-7.773,run14,M3,P6
11.812,0.464,-6.111,run14,M3,P6
11.912,0.464,-4.498,run14,M3,P6
12.012,0.416,-3.618,run14,M3,P6
12.112,0.367,-3.862,run14,M3,P6
12.212,0.367,-5.036,run14,M3,P6
12.312,0.22,-6.747,run14,M3,P6
12.412,0.22,-7.822,run14,M3,P6
12.512,0.22,-8.262,run14,M3,P6
12.613,0.318,-7.48,run14,M3,P6
12.713,0.416,-5.916,run14,M3,P6
12.813,0.513,-4.4,run14,M3,P6
12.913,0.513,-3.813,run14,M3,P6
13.013,0.464,-4.204,run14,M3,P6
13.113,0.464,-5.28,run14,M3,P6
13.213,0.464,-6.942,run14,M3,P6
13.313,0.464,-7.92,run14,M3,P6
13.413,0.367,-8.116,run14,M3,P6
13.514,0.269,-6.991,run14,M3,P6
13.614,0.269,-5.573,run14,M3,P6
13.714,0.269,-4.302,run14,M3,P6
13.814,0.269,-3.813,run14,M3,P6
13.914,0.22,-4.302,run14,M3,P6
14.014,0.318,-5.476,run14,M3,P6
14.114,0.416,-7.089,run14,M3,P6
14.214,0.513,-8.018,run14,M3,P6
14.314,0.562,-7.871,run14,M3,P6
14.414,0.562,-7.04,run14,M3,P6
14.514,0.562,-5.72,run14,M3,P6
14.615,0.367,-4.204,run14,M3,P6
14.715,0.367,-3.911,run14,M3,P6
14.815,0.367,-4.351,run14,M3,P6
14.915,0.269,-5.622,run14,M3,P6
15.015,0.22,-6.991,run14,M3,P6
15.115,0.22,-8.018,run14,M3,P6
15.215,0.367,-7.822,run14,M3,P6
15.315,0.513,-6.991,run14,M3,P6
15.415,0.513,-5.573,run14,M3,P6
15.515,0.464,-4.4,run14,M3,P6
15.616,0.464,-3.96,run14,M3,P6
15.716,0.513,-4.498,run14,M3,P6
15.816,0.464,-5.964,run14,M3,P6
15.916,0.318,-7.138,run14,M3,P6
16.016,0.22,-7.627,run14,M3,P6
16.116,0.22,-7.676,run14,M3,P6
16.216,0.171,-6.356,run14,M3,P6
16.316,0.22,-5.329,run14,M3,P6
16.416,0.22,-4.302,run14,M3,P6
16.517,0.416,-4.009,run14,M3,P6
16.617,0.416,-4.644,run14,M3,P6
16.717,0.464,-5.916,run14,M3,P6
16.817,0.464,-7.138,run14,M3,P6
16.917,0.464,-7.92,run14,M3,P6
17.017,0.464,-7.627,run14,M3,P6
17.117,0.464,-6.649,run14,M3,P6
17.217,0.367,-4.791,run14,M3,P6
17.317,0.367,-4.253,run14,M3,P6
17.417,0.367,-4.107,run14,M3,P6
17.517,0.269,-4.84,run14,M3,P6
17.618,0.269,-5.916,run14,M3,P6
17.718,0.269,-7.138,run14,M3,P6
17.818,0.318,-7.676,run14,M3,P6
17.918,0.464,-7.529,run14,M3,P6
18.018,0.611,-6.307,run14,M3,P6
18.118,0.562,-5.084,run14,M3,P6
18.218,0.562,-4.4,run14,M3,P6
18.318,0.464,-4.253,run14,M3,P6
18.418,0.318,-4.987,run14,M3,P6
18.518,0.269,-6.111,run14,M3,P6
18.619,0.22,-7.138,run14,M3,P6
18.719,0.22,-7.627,run14,M3,P6
18.819,0.22,-7.284,run14,M3,P6
18.919,0.22,-6.258,run14,M3,P6
19.019,0.416,-4.938,run14,M3,P6
19.119,0.416,-4.253,run14,M3,P6
19.219,0.464,-4.4,run14,M3,P6
19.319,0.513,-4.987,run14,M3,P6
19.419,0.513,-6.551,run14,M3,P6
19.52,0.513,-7.382,run14,M3,P6
19.62,0.513,-7.676,run14,M3,P6
19.72,0.367,-7.138,run14,M3,P6
19.82,0.318,-6.111,run14,M3,P6
19.92,0.22,-5.036,run14,M3,P6
20.02,0.22,-4.253,run14,M3,P6
20.12,0.269,-4.4,run14,M3,P6
20.22,0.269,-5.133,run14,M3,P6
20.32,0.367,-6.502,run14,M3,P6
20.42,0.464,-7.431,run14,M3,P6
20.52,0.464,-7.724,run14,M3,P6
20.621,0.562,-7.089,run14,M3,P6
20.721,0.562,-5.916,run14,M3,P6
20.821,0.562,-4.987,run14,M3,P6
20.921,0.416,-4.351,run14,M3,P6
21.021,0.367,-4.644,run14,M3,P6
21.121,0.269,-5.378,run14,M3,P6
21.221,0.171,-6.6,run14,M3,P6
21.321,0.171,-7.284,run14,M3,P6
21.421,0.122,-7.48,run14,M3,P6
21.521,0.269,-6.844,run14,M3,P6
21.622,0.416,-5.867,run14,M3,P6
21.722,0.367,-4.84,run14,M3,P6
21.822,0.367,-4.644,run14,M3,P6
21.922,0.464,-4.84,run14,M3,P6
22.022,0.416,-5.818,run14,M3,P6
22.122,0.416,-6.747,run14,M3,P6
22.222,0.367,-7.333,run14,M3,P6
22.322,0.318,-7.431,run14,M3,P6
22.422,0.269,-6.747,run14,M3,P6
22.523,0.122,-5.524,run14,M3,P6
22.623,0.22,-4.644,run14,M3,P6
22.723,0.416,-4.302,run14,M3,P6
22.823,0.464,-4.742,run14,M3,P6
22.923,0.367,-5.818,run14,M3,P6
23.023,0.416,-6.991,run14,M3,P6
23.123,0.513,-7.48,run14,M3,P6
23.223,0.513,-7.333,run14,M3,P6
23.323,0.562,-6.747,run14,M3,P6
23.423,0.464,-5.671,run14,M3,P6
23.523,0.464,-4.742,run14,M3,P6
23.624,0.416,-4.449,run14,M3,P6
23.724,0.269,-4.84,run14,M3,P6
23.824,0.171,-5.769,run14,M3,P6
23.924,0.171,-6.698,run14,M3,P6
24.024,0.22,-7.236,run14,M3,P6
24.124,0.318,-7.236,run14,M3,P6
24.224,0.416,-6.404,run14,M3,P6
24.324,0.464,-5.476,run14,M3,P6
24.424,0.562,-4.889,run14,M3,P6
24.524,0.562,-4.644,run14,M3,P6
24.625,0.562,-4.938,run14,M3,P6
24.725,0.562,-5.964,run14,M3,P6
24.825,0.416,-7.089,run14,M3,P6
24.925,0.367,-7.431,run14,M3,P6
25.025,0.22,-7.089,run14,M3,P6
25.125,0.171,-6.258,run14,M3,P6
25.225,0.122,-5.231,run14,M3,P6
25.325,0.269,-4.596,run14,M3,P6
25.425,0.367,-4.596,run14,M3,P6
25.526,0.464,-5.182,run14,M3,P6
25.626,0.562,-6.258,run14,M3,P6
25.726,0.562,-7.04,run14,M3,P6
25.826,0.562,-7.431,run14,M3,P6
25.926,0.562,-7.138,run14,M3,P6
26.026,0.464,-6.013,run14,M3,P6
26.126,0.367,-5.182,run14,M3,P6
26.226,0.367,-4.596,run14,M3,P6
26.326,0.22,-4.84,run14,M3,P6
26.426,0.171,-5.378,run14,M3,P6
26.526,0.269,-6.356,run14,M3,P6
26.627,0.318,-7.089,run14,M3,P6
26.727,0.416,-7.382,run14,M3,P6
26.827,0.513,-6.942,run14,M3,P6
26.927,0.562,-6.16,run14,M3,P6
27.027,0.611,-5.084,run14,M3,P6
27.127,0.611,-4.596,run14,M3,P6
27.227,0.611,-4.938,run14,M3,P6
27.327,0.464,-5.476,run14,M3,P6
27.427,0.367,-6.258,run14,M3,P6
27.527,0.318,-7.138,run14,M3,P6
27.628,0.22,-7.284,run14,M3,P6
27.728,0.171,-6.747,run14,M3,P6
27.828,0.22,-5.818,run14,M3,P6
27.928,0.22,-4.987,run14,M3,P6
28.028,0.367,-4.791,run14,M3,P6
28.128,0.513,-5.036,run14,M3,P6
28.228,0.513,-5.769,run14,M3,P6
28.328,0.513,-6.551,run14,M3,P6
28.428,0.513,-7.089,run14,M3,P6
28.529,0.513,-7.382,run14,M3,P6
28.629,0.22,-6.747,run14,M3,P6
28.729,0.367,-5.671,run14,M3,P6
28.829,0.171,-4.84,run14,M3,P6
28.929,0.171,-4.596,run14,M3,P6
29.029,0.22,-5.084,run14,M3,P6
29.129,0.22,-5.964,run14,M3,P6
29.229,0.22,-6.698,run14,M3,P6
29.329,0.367,-7.382,run14,M3,P6
29.429,0.562,-7.236,run14,M3,P6
29.529,0.562,-6.649,run14,M3,P6
29.63,0.513,-5.573,run14,M3,P6
29.73,0.513,-5.036,run14,M3,P6
29.83,0.22,-4.693,run14,M3,P6
29.93,0.22,-5.133,run14,M3,P6
30.03,0.22,-5.964,run14,M3,P6
30.13,0.269,-6.893,run14,M3,P6
30.23,0.318,-7.333,run14,M3,P6
30.33,0.367,-7.138,run14,M3,P6
30.43,0.416,-6.258,run14,M3,P6
30.53,0.416,-5.573,run14,M3,P6
30.631,0.416,-4.693,run14,M3,P6
30.731,0.416,-4.693,run14,M3,P6
30.831,0.416,-5.036,run14,M3,P6
30.931,0.416,-6.062,run14,M3,P6
31.031,0.416,-6.844,run14,M3,P6
31.131,0.416,-7.382,run14,M3,P6
31.231,0.416,-7.04,run14,M3,P6
31.331,0.416,-6.453,run14,M3,P6
31.431,0.269,-5.573,run14,M3,P6
31.532,0.171,-4.84,run14,M3,P6
31.632,0.171,-4.644,run14,M3,P6
31.732,0.22,-5.231,run14,M3,P6
31.832,0.269,-6.013,run14,M3,P6
31.932,0.416,-6.796,run14,M3,P6
32.032,0.416,-7.236,run14,M3,P6
32.132,0.513,-7.187,run14,M3,P6
32.232,0.562,-6.502,run14,M3,P6
32.332,0.562,-5.671,run14,M3,P6
32.432,0.562,-4.987,run14,M3,P6
32.532,0.367,-4.644,run14,M3,P6
32.633,0.22,-5.573,run14,M3,P6
32.733,0.22,-6.111,run14,M3,P6
32.833,0.22,-6.893,run14,M3,P6
32.933,0.269,-7.089,run14,M3,P6
33.033,0.464,-6.893,run14,M3,P6
33.133,0.318,-6.356,run14,M3,P6
33.233,0.464,-5.133,run14,M3,P6
33.333,0.464,-4.889,run14,M3,P6
33.433,0.464,-5.084,run14,M3,P6
33.533,0.464,-5.769,run14,M3,P6
33.634,0.416,-6.356,run14,M3,P6
33.734,0.367,-6.796,run14,M3,P6
33.834,0.269,-6.991,run14,M3,P6
33.934,0.269,-6.796,run14,M3,P6
34.034,0.269,-6.16,run14,M3,P6
34.134,0.269,-5.329,run14,M3,P6
34.234,0.22,-4.693,run14,M3,P6
34.334,0.269,-4.987,run14,M3,P6
34.434,0.318,-5.427,run14,M3,P6
34.535,0.416,-6.16,run14,M3,P6
34.635,0.464,-6.942,run14,M3,P6
34.735,0.562,-7.187,run14,M3,P6
34.835,0.562,-6.649,run14,M3,P6
0.0,3.791,-26.54,run15,M3,P6
0.1,3.84,-24.38,run15,M3,P6
0.2,4.184,-21.43,run15,M3,P6
0.3,4.43,-18.98,run15,M3,P6
0.4,4.724,-18.14,run15,M3,P6
0.5,5.019,-19.03,run15,M3,P6
0.601,5.117,-21.04,run15,M3,P6
0.701,5.215,-23.4,run15,M3,P6
0.801,5.068,-24.97,run15,M3,P6
0.901,4.675,-25.22,run15,M3,P6
1.001,4.184,-23.99,run15,M3,P6
1.101,3.89,-21.73,run15,M3,P6
1.201,3.644,-19.42,run15,M3,P6
1.301,3.742,-18.78,run15,M3,P6
1.401,3.791,-19.67,run15,M3,P6
1.502,3.84,-21.78,run15,M3,P6
1.602,4.233,-23.99,run15,M3,P6
1.702,4.724,-25.02,run15,M3,P6
1.802,5.117,-24.63,run15,M3,P6
1.902,5.019,-23.2,run15,M3,P6
2.002,5.068,-20.89,run15,M3,P6
2.102,4.872,-19.03,run15,M3,P6
2.202,4.724,-18.68,run15,M3,P6
2.302,4.479,-19.86,run15,M3,P6
2.402,4.086,-22.12,run15,M3,P6
2.502,3.89,-24.72,run15,M3,P6
2.603,3.693,-26.25,run15,M3,P6
2.703,3.89,-25.61,run15,M3,P6
2.803,4.233,-23.6,run15,M3,P6
2.903,4.528,-20.99,run15,M3,P6
3.003,4.773,-19.13,run15,M3,P6
3.103,4.97,-18.78,run15,M3,P6
3.203,5.166,-19.62,run15,M3,P6
3.303,5.166,-21.63,run15,M3,P6
3.403,5.117,-23.55,run15,M3,P6
3.503,4.675,-24.97,run15,M3,P6
3.604,4.43,-25.12,run15,M3,P6
3.704,3.988,-23.74,run15,M3,P6
3.804,3.693,-21.43,run15,M3,P6
3.904,3.595,-19.62,run15,M3,P6
4.004,3.742,-19.22,run15,M3,P6
4.104,4.037,-20.26,run15,M3,P6
4.204,4.233,-22.12,run15,M3,P6
4.304,4.528,-23.69,run15,M3,P6
4.404,4.97,-24.53,run15,M3,P6
4.505,5.215,-24.04,run15,M3,P6
4.605,5.117,-22.47,run15,M3,P6
4.705,4.97,-20.6,run15,M3,P6
4.805,4.724,-19.22,run15,M3,P6
4.905,4.43,-19.08,run15,M3,P6
5.005,4.184,-20.55,run15,M3,P6
5.105,3.791,-22.96,run15,M3,P6
5.205,3.791,-24.87,run15,M3,P6
5.305,4.037,-25.56,run15,M3,P6
5.405,4.233,-24.48,run15,M3,P6
5.505,4.479,-22.51,run15,M3,P6
5.606,4.823,-20.45,run15,M3,P6
5.706,5.019,-19.13,run15,M3,P6
5.806,5.117,-19.03,run15,M3,P6
5.906,5.166,-20.16,run15,M3,P6
6.006,5.019,-21.83,run15,M3,P6
6.106,4.773,-23.99,run15,M3,P6
6.206,4.282,-25.12,run15,M3,P6
6.306,4.135,-24.92,run15,M3,P6
6.406,3.644,-23.25,run15,M3,P6
6.506,3.742,-21.29,run15,M3,P6
6.607,3.84,-19.67,run15,M3,P6
6.707,4.086,-19.57,run15,M3,P6
6.807,4.332,-20.5,run15,M3,P6
6.907,4.724,-22.32,run15,M3,P6
7.007,5.019,-23.6,run15,M3,P6
7.107,5.265,-24.23,run15,M3,P6
7.207,5.117,-23.69,run15,M3,P6
7.307,4.872,-22.27,run15,M3,P6
7.407,4.773,-20.45,run15,M3,P6
7.508,4.233,-19.57,run15,M3,P6
7.608,3.988,-19.91,run15,M3,P6
7.708,3.644,-21.29,run15,M3,P6
7.808,3.644,-23.25,run15,M3,P6
7.908,3.89,-24.68,run15,M3,P6
8.008,4.135,-24.77,run15,M3,P6
8.108,4.577,-23.84,run15,M3,P6
8.208,4.97,-21.97,run15,M3,P6
8.308,4.97,-20.16,run15,M3,P6
8.408,5.068,-19.32,run15,M3,P6
8.508,5.068,-19.42,run15,M3,P6
8.609,4.97,-20.65,run15,M3,P6
8.709,4.724,-22.56,run15,M3,P6
8.809,4.43,-24.53,run15,M3,P6
8.909,3.89,-25.31,run15,M3,P6
9.009,3.84,-24.68,run15,M3,P6
9.109,3.89,-22.91,run15,M3,P6
9.209,3.988,-20.8,run15,M3,P6
9.309,4.282,-19.57,run15,M3,P6
9.409,4.577,-19.81,run15,M3,P6
9.509,4.823,-20.99,run15,M3,P6
9.61,5.019,-22.42,run15,M3,P6
9.71,5.019,-23.55,run15,M3,P6
9.81,4.97,-23.94,run15,M3,P6
9.91,4.97,-23.4,run15,M3,P6
10.01,4.577,-21.88,run15,M3,P6
10.11,4.233,-20.55,run15,M3,P6
10.21,3.939,-19.96,run15,M3,P6
10.31,3.791,-20.5,run15,M3,P6
10.41,3.644,-21.88,run15,M3,P6
10.511,3.89,-23.35,run15,M3,P6
10.611,4.233,-24.38,run15,M3,P6
10.711,4.675,-24.09,run15,M3,P6
10.811,4.97,-22.91,run15,M3,P6
10.911,5.068,-21.68,run15,M3,P6
11.011,5.019,-20.21,run15,M3,P6
11.111,5.019,-19.62,run15,M3,P6
11.211,4.921,-19.91,run15,M3,P6
11.311,4.528,-21.43,run15,M3,P6
11.411,4.135,-23.45,run15,M3,P6
11.511,4.037,-24.92,run15,M3,P6
11.612,3.791,-25.07,run15,M3,P6
11.712,3.791,-23.99,run15,M3,P6
11.812,3.89,-21.93,run15,M3,P6
11.912,4.381,-20.35,run15,M3,P6
12.012,4.577,-19.62,run15,M3,P6
12.112,5.019,-20.16,run15,M3,P6
12.212,5.019,-21.39,run15,M3,P6
12.312,5.117,-22.56,run15,M3,P6
12.412,5.019,-23.69,run15,M3,P6
12.512,4.921,-24.04,run15,M3,P6
12.613,4.577,-23.25,run15,M3,P6
12.713,4.086,-21.97,run15,M3,P6
12.813,3.84,-20.75,run15,M3,P6
12.913,3.791,-20.11,run15,M3,P6
13.013,3.791,-20.65,run15,M3,P6
13.113,3.939,-21.97,run15,M3,P6
13.213,4.381,-23.3,run15,M3,P6
13.313,4.577,-23.84,run15,M3,P6
13.413,4.921,-23.6,run15,M3,P6
13.514,5.117,-22.51,run15,M3,P6
13.614,5.215,-21.24,run15,M3,P6
13.714,5.019,-20.11,run15,M3,P6
13.814,4.823,-19.72,run15,M3,P6
13.914,4.528,-20.55,run15,M3,P6
14.014,4.086,-22.07,run15,M3,P6
14.114,3.791,-23.89,run15,M3,P6
14.214,3.84,-24.87,run15,M3,P6
14.314,3.939,-24.58,run15,M3,P6
14.414,4.184,-23.2,run15,M3,P6
14.514,4.528,-21.24,run15,M3,P6
14.615,4.872,-20.31,run15,M3,P6
14.715,5.068,-19.86,run15,M3,P6
14.815,5.019,-20.5,run15,M3,P6
14.915,5.215,-21.58,run15,M3,P6
15.015,4.97,-22.86,run15,M3,P6
15.115,4.724,-23.79,run15,M3,P6
15.215,4.282,-23.84,run15,M3,P6
15.315,3.988,-23.25,run15,M3,P6
15.415,3.742,-21.78,run15,M3,P6
15.515,3.742,-20.7,run15,M3,P6
15.616,3.791,-20.26,run15,M3,P6
15.716,4.037,-20.94,run15,M3,P6
15.816,4.381,-21.88,run15,M3,P6
15.916,4.675,-23.15,run15,M3,P6
16.016,4.872,-23.6,run15,M3,P6
16.116,5.068,-23.35,run15,M3,P6
16.216,5.117,-22.47,run15,M3,P6
16.316,4.97,-21.14,run15,M3,P6
16.416,4.675,-20.26,run15,M3,P6
16.517,4.381,-20.31,run15,M3,P6
16.617,3.988,-21.29,run15,M3,P6
16.717,3.791,-22.71,run15,M3,P6
16.817,3.693,-24.33,run15,M3,P6
16.917,3.791,-24.53,run15,M3,P6
