t,x,y,run,mass_key,paddle_key
31.131,5.185,-18.77,run11,M3,P0
31.231,5.185,-19.11,run11,M3,P0
31.331,5.087,-21.16,run11,M3,P0
31.431,4.843,-23.56,run11,M3,P0
31.532,4.794,-25.17,run11,M3,P0
31.632,4.794,-25.07,run11,M3,P0
31.732,4.697,-23.07,run11,M3,P0
31.832,5.039,-21.02,run11,M3,P0
31.932,5.185,-19.21,run11,M3,P0
32.032,5.234,-18.53,run11,M3,P0
32.132,5.38,-19.75,run11,M3,P0
32.232,5.429,-21.8,run11,M3,P0
32.332,5.38,-23.95,run11,M3,P0
32.432,5.283,-24.78,run11,M3,P0
32.532,5.039,-24.09,run11,M3,P0
32.633,4.843,-22.38,run11,M3,P0
32.733,4.746,-20.24,run11,M3,P0
32.833,4.648,-18.77,run11,M3,P0
32.933,4.648,-19.11,run11,M3,P0
33.033,4.746,-20.82,run11,M3,P0
33.133,5.039,-23.07,run11,M3,P0
33.233,5.234,-24.53,run11,M3,P0
33.333,5.429,-24.78,run11,M3,P0
33.433,5.38,-23.36,run11,M3,P0
33.533,5.38,-21.36,run11,M3,P0
33.634,5.331,-19.5,run11,M3,P0
33.734,5.087,-18.58,run11,M3,P0
33.834,5.185,-19.65,run11,M3,P0
33.934,4.99,-21.8,run11,M3,P0
34.034,4.746,-23.8,run11,M3,P0
34.134,4.697,-25.12,run11,M3,P0
34.234,4.892,-24.48,run11,M3,P0
34.334,4.892,-22.77,run11,M3,P0
34.434,5.283,-20.33,run11,M3,P0
34.535,5.185,-18.72,run11,M3,P0
34.635,5.136,-18.62,run11,M3,P0
34.735,5.38,-20.43,run11,M3,P0
34.835,5.527,-22.53,run11,M3,P0
0.0,-0.219,-8.887,run12,M3,P2
0.1,-0.267,-8.839,run12,M3,P2
0.2,-0.461,-7.77,run12,M3,P2
0.3,-0.316,-5.585,run12,M3,P2
0.4,-0.121,-3.448,run12,M3,P2
0.5,0.07285,-2.428,run12,M3,P2
0.601,0.461,-2.817,run12,M3,P2
0.701,0.51,-4.517,run12,M3,P2
0.801,0.801,-6.799,run12,M3,P2
0.901,0.753,-8.402,run12,M3,P2
1.001,0.607,-8.742,run12,M3,P2
1.101,0.364,-7.236,run12,M3,P2
1.201,-0.121,-4.905,run12,M3,P2
1.301,-0.413,-3.011,run12,M3,P2
1.401,-0.558,-2.331,run12,M3,P2
1.502,-0.316,-3.302,run12,M3,P2
1.602,-0.364,-5.294,run12,M3,P2
1.702,-0.02428,-7.576,run12,M3,P2
1.802,0.267,-8.45,run12,M3,P2
1.902,0.461,-7.868,run12,M3,P2
2.002,0.656,-6.168,run12,M3,P2
2.102,0.704,-4.079,run12,M3,P2
2.202,0.656,-2.72,run12,M3,P2
2.302,0.461,-2.623,run12,M3,P2
2.402,0.316,-4.079,run12,M3,P2
2.502,0.219,-6.411,run12,M3,P2
2.603,-0.02428,-8.305,run12,M3,P2
2.703,-0.316,-8.596,run12,M3,P2
2.803,-0.316,-7.43,run12,M3,P2
2.903,-0.316,-5.196,run12,M3,P2
3.003,-0.121,-3.254,run12,M3,P2
3.103,0.07285,-2.38,run12,M3,P2
3.203,0.267,-3.06,run12,M3,P2
3.303,0.656,-4.905,run12,M3,P2
3.403,0.898,-7.042,run12,M3,P2
3.503,0.801,-8.499,run12,M3,P2
3.604,0.558,-8.353,run12,M3,P2
3.704,0.267,-6.799,run12,M3,P2
3.804,-0.219,-4.419,run12,M3,P2
3.904,-0.51,-2.72,run12,M3,P2
4.004,-0.51,-2.477,run12,M3,P2
4.104,-0.558,-3.545,run12,M3,P2
4.204,-0.413,-5.779,run12,M3,P2
4.304,0.02428,-7.722,run12,M3,P2
4.404,0.413,-8.499,run12,M3,P2
4.505,0.753,-7.722,run12,M3,P2
4.605,0.947,-5.876,run12,M3,P2
4.705,0.607,-3.691,run12,M3,P2
4.805,0.656,-2.38,run12,M3,P2
4.905,0.17,-2.574,run12,M3,P2
5.005,0.121,-4.419,run12,M3,P2
5.105,-0.17,-6.653,run12,M3,P2
5.205,-0.364,-8.305,run12,M3,P2
5.305,-0.364,-8.402,run12,M3,P2
5.405,-0.219,-7.09,run12,M3,P2
5.505,-0.02428,-4.857,run12,M3,P2
5.606,0.121,-3.06,run12,M3,P2
5.706,0.413,-2.283,run12,M3,P2
5.806,0.607,-3.205,run12,M3,P2
5.906,0.753,-5.294,run12,M3,P2
6.006,0.801,-7.43,run12,M3,P2
6.106,0.558,-8.353,run12,M3,P2
6.206,0.17,-8.207,run12,M3,P2
6.306,-0.17,-6.313,run12,M3,P2
6.406,-0.364,-4.079,run12,M3,P2
6.506,-0.461,-2.623,run12,M3,P2
6.607,-0.51,-2.574,run12,M3,P2
6.707,-0.316,-3.982,run12,M3,P2
6.807,-0.121,-6.119,run12,M3,P2
6.907,0.219,-7.868,run12,M3,P2
7.007,0.558,-8.547,run12,M3,P2
7.107,0.801,-7.625,run12,M3,P2
7.207,0.704,-5.294,run12,M3,P2
7.307,0.558,-3.594,run12,M3,P2
7.407,0.316,-2.623,run12,M3,P2
7.508,0.219,-2.962,run12,M3,P2
7.608,0.02428,-4.954,run12,M3,P2
7.708,-0.07285,-7.09,run12,M3,P2
7.808,-0.17,-8.45,run12,M3,P2
7.908,-0.219,-8.11,run12,M3,P2
8.008,-0.17,-6.751,run12,M3,P2
8.108,-0.02428,-4.565,run12,M3,P2
8.208,0.17,-2.817,run12,M3,P2
8.308,0.267,-2.623,run12,M3,P2
8.408,0.51,-3.448,run12,M3,P2
8.508,0.704,-5.585,run12,M3,P2
8.609,0.801,-7.673,run12,M3,P2
8.709,0.607,-8.596,run12,M3,P2
8.809,0.17,-7.819,run12,M3,P2
8.909,-0.219,-5.925,run12,M3,P2
9.009,-0.413,-3.934,run12,M3,P2
9.109,-0.461,-2.574,run12,M3,P2
9.209,-0.51,-2.817,run12,M3,P2
9.309,-0.364,-4.468,run12,M3,P2
9.409,0.02428,-6.411,run12,M3,P2
9.509,0.316,-8.013,run12,M3,P2
9.61,0.656,-8.207,run12,M3,P2
9.71,0.898,-6.945,run12,M3,P2
9.81,0.801,-5.148,run12,M3,P2
9.91,0.316,-3.254,run12,M3,P2
10.01,0.17,-2.477,run12,M3,P2
10.11,-0.02428,-3.4,run12,M3,P2
10.21,-0.17,-5.488,run12,M3,P2
10.31,-0.413,-7.43,run12,M3,P2
10.41,-0.316,-8.547,run12,M3,P2
10.511,-0.121,-8.013,run12,M3,P2
10.611,0.121,-6.216,run12,M3,P2
10.711,0.267,-4.031,run12,M3,P2
10.811,0.364,-2.671,run12,M3,P2
10.911,0.656,-2.623,run12,M3,P2
11.011,0.558,-4.031,run12,M3,P2
11.111,0.51,-6.119,run12,M3,P2
11.211,0.461,-8.062,run12,M3,P2
11.311,0.219,-8.499,run12,M3,P2
11.411,-0.07285,-7.479,run12,M3,P2
11.511,-0.316,-5.488,run12,M3,P2
11.612,-0.413,-3.642,run12,M3,P2
11.712,-0.413,-2.525,run12,M3,P2
11.812,-0.267,-3.011,run12,M3,P2
11.912,-0.07285,-4.565,run12,M3,P2
12.012,0.267,-6.702,run12,M3,P2
12.112,0.558,-8.11,run12,M3,P2
12.212,0.558,-8.11,run12,M3,P2
12.312,0.656,-6.702,run12,M3,P2
12.412,0.364,-4.759,run12,M3,P2
12.512,0.316,-3.108,run12,M3,P2
12.613,0.07285,-2.477,run12,M3,P2
12.713,-0.121,-3.74,run12,M3,P2
12.813,-0.121,-5.634,run12,M3,P2
12.913,-0.267,-7.576,run12,M3,P2
13.013,-0.02428,-8.256,run12,M3,P2
13.113,0.02428,-7.625,run12,M3,P2
13.213,0.07285,-5.731,run12,M3,P2
13.313,0.316,-3.788,run12,M3,P2
13.413,0.413,-2.477,run12,M3,P2
13.514,0.607,-2.817,run12,M3,P2
13.614,0.704,-4.322,run12,M3,P2
13.714,0.607,-6.508,run12,M3,P2
13.814,0.413,-8.159,run12,M3,P2
13.914,0.219,-8.547,run12,M3,P2
14.014,-0.219,-7.333,run12,M3,P2
14.114,-0.316,-5.051,run12,M3,P2
14.214,-0.51,-3.157,run12,M3,P2
14.314,-0.413,-2.623,run12,M3,P2
14.414,-0.17,-3.254,run12,M3,P2
14.514,0.219,-5.099,run12,M3,P2
14.615,0.413,-7.236,run12,M3,P2
14.715,0.607,-8.207,run12,M3,P2
14.815,0.801,-8.062,run12,M3,P2
14.915,0.51,-6.508,run12,M3,P2
15.015,0.219,-4.371,run12,M3,P2
15.115,0.17,-2.817,run12,M3,P2
15.215,-0.121,-2.72,run12,M3,P2
15.315,-0.267,-4.079,run12,M3,P2
15.415,-0.219,-6.265,run12,M3,P2
15.515,-0.121,-7.819,run12,M3,P2
15.616,0.02428,-8.207,run12,M3,P2
15.716,0.219,-7.43,run12,M3,P2
15.816,0.413,-5.439,run12,M3,P2
15.916,0.558,-3.594,run12,M3,P2
16.016,0.558,-2.671,run12,M3,P2
16.116,0.461,-2.962,run12,M3,P2
16.216,0.461,-4.759,run12,M3,P2
16.316,0.316,-6.799,run12,M3,P2
16.416,0.219,-8.256,run12,M3,P2
16.517,-0.17,-8.256,run12,M3,P2
16.617,-0.267,-6.751,run12,M3,P2
16.717,-0.364,-4.711,run12,M3,P2
16.817,-0.267,-3.108,run12,M3,P2
16.917,-0.17,-2.477,run12,M3,P2
17.017,0.121,-3.594,run12,M3,P2
17.117,0.267,-5.634,run12,M3,P2
17.217,0.558,-7.333,run12,M3,P2
17.317,0.753,-8.402,run12,M3,P2
17.417,0.558,-7.868,run12,M3,P2
17.517,0.267,-5.973,run12,M3,P2
17.618,0.07285,-4.128,run12,M3,P2
17.718,-0.121,-2.671,run12,M3,P2
17.818,-0.267,-2.865,run12,M3,P2
17.918,-0.316,-4.371,run12,M3,P2
18.018,-0.17,-6.362,run12,M3,P2
18.118,-0.17,-7.868,run12,M3,P2
18.218,0.07285,-8.207,run12,M3,P2
18.318,0.267,-6.896,run12,M3,P2
18.418,0.461,-5.196,run12,M3,P2
18.518,0.461,-3.448,run12,M3,P2
18.619,0.461,-2.671,run12,M3,P2
18.719,0.413,-3.254,run12,M3,P2
18.819,0.461,-5.099,run12,M3,P2
18.919,0.267,-7.236,run12,M3,P2
19.019,0.07285,-8.402,run12,M3,P2
19.119,-0.17,-8.159,run12,M3,P2
19.219,-0.51,-6.119,run12,M3,P2
19.319,-0.267,-4.274,run12,M3,P2
19.419,-0.17,-2.768,run12,M3,P2
19.52,-0.07285,-2.671,run12,M3,P2
19.62,0.121,-3.982,run12,M3,P2
19.72,0.413,-5.731,run12,M3,P2
19.82,0.656,-7.528,run12,M3,P2
19.92,0.656,-8.11,run12,M3,P2
20.02,0.558,-7.528,run12,M3,P2
20.12,0.267,-5.634,run12,M3,P2
20.22,-0.121,-3.642,run12,M3,P2
20.32,-0.219,-2.72,run12,M3,P2
20.42,-0.267,-3.011,run12,M3,P2
20.52,-0.267,-4.614,run12,M3,P2
20.621,-0.07285,-6.653,run12,M3,P2
20.721,0.07285,-7.868,run12,M3,P2
20.821,0.267,-7.868,run12,M3,P2
20.921,0.607,-6.751,run12,M3,P2
21.021,0.461,-4.759,run12,M3,P2
21.121,0.51,-3.205,run12,M3,P2
21.221,0.413,-2.817,run12,M3,P2
21.321,0.364,-3.642,run12,M3,P2
21.421,0.267,-5.634,run12,M3,P2
21.521,0.121,-7.43,run12,M3,P2
21.622,0.02428,-8.353,run12,M3,P2
21.722,-0.17,-7.722,run12,M3,P2
21.822,-0.17,-6.071,run12,M3,P2
21.922,-0.07285,-3.934,run12,M3,P2
22.022,0.02428,-2.72,run12,M3,P2
22.122,0.121,-2.962,run12,M3,P2
22.222,0.461,-4.079,run12,M3,P2
22.322,0.51,-6.168,run12,M3,P2
22.422,0.461,-7.819,run12,M3,P2
22.523,0.316,-8.11,run12,M3,P2
22.623,0.316,-7.09,run12,M3,P2
22.723,0.07285,-5.196,run12,M3,P2
22.823,-0.17,-3.497,run12,M3,P2
22.923,-0.17,-2.817,run12,M3,P2
23.023,-0.267,-3.302,run12,M3,P2
23.123,-0.07285,-5.051,run12,M3,P2
23.223,0.17,-6.848,run12,M3,P2
23.323,0.316,-7.868,run12,M3,P2
23.423,0.364,-7.77,run12,M3,P2
23.523,0.461,-6.265,run12,M3,P2
23.624,0.461,-4.419,run12,M3,P2
23.724,0.219,-2.914,run12,M3,P2
23.824,0.219,-2.671,run12,M3,P2
23.924,0.219,-3.982,run12,M3,P2
24.024,0.121,-5.779,run12,M3,P2
24.124,0.07285,-7.77,run12,M3,P2
24.224,-0.121,-8.207,run12,M3,P2
24.324,-0.02428,-7.479,run12,M3,P2
24.424,-0.02428,-5.634,run12,M3,P2
24.524,-0.02428,-3.788,run12,M3,P2
24.625,0.121,-2.72,run12,M3,P2
24.725,0.316,-3.06,run12,M3,P2
24.825,0.461,-4.565,run12,M3,P2
24.925,0.461,-6.605,run12,M3,P2
25.025,0.558,-8.159,run12,M3,P2
25.125,0.364,-8.159,run12,M3,P2
25.225,0.121,-6.945,run12,M3,P2
25.325,-0.07285,-4.857,run12,M3,P2
25.425,-0.364,-3.205,run12,M3,P2
25.526,-0.364,-3.011,run12,M3,P2
25.626,-0.267,-3.545,run12,M3,P2
25.726,-0.121,-5.391,run12,M3,P2
25.826,0.316,-7.285,run12,M3,P2
25.926,0.364,-8.013,run12,M3,P2
26.026,0.51,-7.576,run12,M3,P2
26.126,0.461,-5.973,run12,M3,P2
26.226,0.364,-4.177,run12,M3,P2
26.326,0.316,-2.865,run12,M3,P2
26.426,0.17,-2.962,run12,M3,P2
26.526,0.121,-4.371,run12,M3,P2
26.627,-0.02428,-6.313,run12,M3,P2
26.727,-0.02428,-7.868,run12,M3,P2
26.827,0.07285,-8.159,run12,M3,P2
26.927,0.17,-7.236,run12,M3,P2
27.027,0.219,-5.294,run12,M3,P2
27.127,0.121,-3.351,run12,M3,P2
27.227,0.219,-2.331,run12,M3,P2
27.327,0.413,-3.254,run12,M3,P2
27.427,0.316,-4.954,run12,M3,P2
27.527,0.364,-6.799,run12,M3,P2
27.628,0.461,-8.062,run12,M3,P2
27.728,0.267,-8.062,run12,M3,P2
27.828,0.121,-6.605,run12,M3,P2
27.928,-0.121,-4.517,run12,M3,P2
28.028,-0.219,-3.108,run12,M3,P2
28.128,-0.17,-2.72,run12,M3,P2
28.228,-0.07285,-3.691,run12,M3,P2
28.328,0.02428,-5.585,run12,M3,P2
28.428,0.219,-7.43,run12,M3,P2
28.529,0.413,-8.159,run12,M3,P2
28.629,0.461,-7.333,run12,M3,P2
28.729,0.364,-5.634,run12,M3,P2
28.829,0.364,-3.691,run12,M3,P2
28.929,0.219,-2.817,run12,M3,P2
29.029,0.17,-3.06,run12,M3,P2
29.129,0.02428,-4.759,run12,M3,P2
29.229,-0.17,-6.848,run12,M3,P2
29.329,-0.02428,-8.159,run12,M3,P2
29.429,0.02428,-8.159,run12,M3,P2
29.529,0.267,-6.605,run12,M3,P2
29.63,0.17,-4.808,run12,M3,P2
29.73,0.17,-3.205,run12,M3,P2
29.83,0.364,-2.817,run12,M3,P2
29.93,0.364,-3.4,run12,M3,P2
30.03,0.364,-5.294,run12,M3,P2
30.13,0.364,-7.188,run12,M3,P2
30.23,0.219,-8.207,run12,M3,P2
30.33,0.07285,-7.77,run12,M3,P2
30.43,0.07285,-6.119,run12,M3,P2
30.53,-0.219,-4.274,run12,M3,P2
30.631,-0.17,-2.72,run12,M3,P2
30.731,-0.17,-2.817,run12,M3,P2
30.831,0.17,-4.419,run12,M3,P2
30.931,0.17,-6.216,run12,M3,P2
31.031,0.413,-7.528,run12,M3,P2
31.131,0.558,-7.965,run12,M3,P2
31.231,0.558,-6.993,run12,M3,P2
31.331,0.413,-5.099,run12,M3,P2
31.431,0.17,-3.302,run12,M3,P2
31.532,0.02428,-2.72,run12,M3,P2
31.632,-0.02428,-3.06,run12,M3,P2
31.732,-0.121,-4.857,run12,M3,P2
31.832,-0.07285,-6.896,run12,M3,P2
31.932,0.02428,-7.965,run12,M3,P2
32.032,0.219,-7.722,run12,M3,P2
32.132,0.364,-6.411,run12,M3,P2
32.232,0.316,-4.274,run12,M3,P2
32.332,0.364,-2.817,run12,M3,P2
32.432,0.219,-2.768,run12,M3,P2
32.532,0.219,-3.982,run12,M3,P2
32.633,0.267,-5.488,run12,M3,P2
32.733,0.219,-7.722,run12,M3,P2
32.833,0.17,-8.11,run12,M3,P2
32.933,0.17,-7.673,run12,M3,P2
33.033,-0.07285,-5.731,run12,M3,P2
33.133,0.02428,-4.031,run12,M3,P2
33.233,0.02428,-2.962,run12,M3,P2
33.333,-0.02428,-3.06,run12,M3,P2
33.433,0.17,-4.711,run12,M3,P2
33.533,0.219,-6.313,run12,M3,P2
33.634,0.219,-7.576,run12,M3,P2
33.734,0.364,-7.965,run12,M3,P2
33.834,0.413,-6.702,run12,M3,P2
33.934,0.219,-4.759,run12,M3,P2
34.034,0.17,-3.497,run12,M3,P2
34.134,-0.02428,-2.768,run12,M3,P2
34.234,-0.17,-3.594,run12,M3,P2
34.334,-0.121,-5.245,run12,M3,P2
34.434,-0.02428,-7.236,run12,M3,P2
34.535,0.07285,-7.916,run12,M3,P2
34.635,0.121,-7.528,run12,M3,P2
34.735,0.267,-5.925,run12,M3,P2
34.835,0.267,-3.934,run12,M3,P2
0.0,-0.367,-9.68,run13,M3,P4
0.1,-0.416,-9.191,run13,M3,P4
0.2,-0.562,-7.333,run13,M3,P4
0.3,-0.22,-4.889,run13,M3,P4
0.4,0.122,-2.64,run13,M3,P4
0.5,0.416,-2.053,run13,M3,P4
0.601,1.1,-3.129,run13,M3,P4
0.701,1.1,-5.427,run13,M3,P4
0.801,1.344,-8.018,run13,M3,P4
0.901,1.1,-9.191,run13,M3,P4
1.001,0.709,-8.898,run13,M3,P4
1.101,0.122,-6.991,run13,M3,P4
1.201,-0.464,-4.302,run13,M3,P4
1.301,-0.562,-2.689,run13,M3,P4
1.401,-0.709,-2.151,run13,M3,P4
1.502,-0.611,-3.813,run13,M3,P4
1.602,-0.416,-6.111,run13,M3,P4
1.702,0.07333,-8.164,run13,M3,P4
1.802,0.513,-8.8,run13,M3,P4
1.902,0.953,-8.164,run13,M3,P4
2.002,1.247,-5.916,run13,M3,P4
2.102,1.198,-3.618,run13,M3,P4
2.202,0.904,-2.249,run13,M3,P4
2.302,0.66,-2.444,run13,M3,P4
2.402,0.269,-4.351,run13,M3,P4
2.502,-0.171,-6.844,run13,M3,P4
2.603,-0.464,-8.849,run13,M3,P4
2.703,-0.562,-9.387,run13,M3,P4
2.803,-0.269,-7.773,run13,M3,P4
2.903,-0.07333,-5.622,run13,M3,P4
3.003,0.367,-3.276,run13,M3,P4
3.103,0.66,-2.151,run13,M3,P4
3.203,0.807,-2.787,run13,M3,P4
3.303,0.66,-4.938,run13,M3,P4
3.403,0.611,-7.333,run13,M3,P4
3.503,0.318,-8.898,run13,M3,P4
3.604,0.07333,-9.044,run13,M3,P4
3.704,-0.122,-7.48,run13,M3,P4
3.804,-0.07333,-4.889,run13,M3,P4
3.904,-0.07333,-2.933,run13,M3,P4
4.004,0.07333,-2.347,run13,M3,P4
4.104,0.269,-3.276,run13,M3,P4
4.204,0.611,-5.573,run13,M3,P4
4.304,0.758,-7.969,run13,M3,P4
4.404,0.758,-8.8,run13,M3,P4
4.505,0.611,-8.409,run13,M3,P4
4.605,0.464,-6.6,run13,M3,P4
4.705,0.171,-4.253,run13,M3,P4
4.805,0.122,-2.738,run13,M3,P4
4.905,-0.02444,-2.689,run13,M3,P4
5.005,-0.171,-4.107,run13,M3,P4
5.105,-0.171,-6.404,run13,M3,P4
5.205,0.07333,-8.507,run13,M3,P4
5.305,0.171,-8.996,run13,M3,P4
5.405,0.464,-8.067,run13,M3,P4
5.505,0.611,-5.72,run13,M3,P4
5.606,0.709,-3.813,run13,M3,P4
5.706,0.709,-2.542,run13,M3,P4
5.806,0.66,-2.738,run13,M3,P4
5.906,0.562,-4.449,run13,M3,P4
6.006,0.464,-6.698,run13,M3,P4
6.106,0.22,-8.604,run13,M3,P4
6.206,0.07333,-8.947,run13,M3,P4
6.306,-0.171,-7.627,run13,M3,P4
6.406,-0.122,-5.427,run13,M3,P4
6.506,0.02444,-3.324,run13,M3,P4
6.607,0.22,-2.347,run13,M3,P4
6.707,0.416,-3.129,run13,M3,P4
6.807,0.66,-5.084,run13,M3,P4
6.907,0.807,-7.431,run13,M3,P4
7.007,0.807,-8.604,run13,M3,P4
7.107,0.611,-8.458,run13,M3,P4
7.207,0.318,-6.942,run13,M3,P4
7.307,0.22,-4.742,run13,M3,P4
7.407,-0.07333,-2.933,run13,M3,P4
7.508,-0.07333,-2.542,run13,M3,P4
7.608,-0.171,-3.667,run13,M3,P4
7.708,-0.07333,-5.867,run13,M3,P4
7.808,0.122,-8.067,run13,M3,P4
7.908,0.367,-8.8,run13,M3,P4
8.008,0.513,-7.969,run13,M3,P4
8.108,0.758,-6.111,run13,M3,P4
8.208,0.758,-4.058,run13,M3,P4
8.308,0.611,-2.689,run13,M3,P4
8.408,0.513,-2.591,run13,M3,P4
8.508,0.513,-4.107,run13,M3,P4
8.609,0.318,-6.404,run13,M3,P4
8.709,0.07333,-8.311,run13,M3,P4
8.809,-0.07333,-8.849,run13,M3,P4
8.909,0.02444,-7.871,run13,M3,P4
9.009,0.122,-5.818,run13,M3,P4
9.109,0.122,-3.764,run13,M3,P4
9.209,0.318,-2.64,run13,M3,P4
9.309,0.464,-2.982,run13,M3,P4
9.409,0.758,-4.644,run13,M3,P4
9.509,0.709,-6.942,run13,M3,P4
9.61,0.709,-8.409,run13,M3,P4
9.71,0.513,-8.409,run13,M3,P4
9.81,0.269,-7.138,run13,M3,P4
9.91,0.02444,-5.182,run13,M3,P4
10.01,-0.02444,-3.178,run13,M3,P4
10.11,-0.07333,-2.64,run13,M3,P4
10.21,-0.122,-3.471,run13,M3,P4
10.31,0.02444,-5.476,run13,M3,P4
10.41,0.07333,-7.578,run13,M3,P4
10.511,0.513,-8.702,run13,M3,P4
10.611,0.611,-8.36,run13,M3,P4
10.711,0.709,-6.6,run13,M3,P4
10.811,0.709,-4.4,run13,M3,P4
10.911,0.513,-2.933,run13,M3,P4
11.011,0.416,-2.689,run13,M3,P4
11.111,0.367,-4.009,run13,M3,P4
11.211,0.171,-6.013,run13,M3,P4
11.311,0.07333,-8.067,run13,M3,P4
11.411,0.02444,-8.947,run13,M3,P4
11.511,0.02444,-8.311,run13,M3,P4
11.612,0.171,-6.258,run13,M3,P4
11.712,0.318,-4.204,run13,M3,P4
11.812,0.416,-2.836,run13,M3,P4
11.912,0.562,-3.031,run13,M3,P4
12.012,0.611,-4.449,run13,M3,P4
12.112,0.807,-6.551,run13,M3,P4
12.212,0.562,-8.116,run13,M3,P4
12.312,0.416,-8.653,run13,M3,P4
12.412,0.171,-7.578,run13,M3,P4
12.512,0.02444,-5.622,run13,M3,P4
12.613,-0.122,-3.764,run13,M3,P4
12.713,-0.122,-2.738,run13,M3,P4
12.813,-0.07333,-3.422,run13,M3,P4
12.913,0.122,-5.231,run13,M3,P4
13.013,0.269,-7.138,run13,M3,P4
13.113,0.464,-8.409,run13,M3,P4
13.213,0.562,-8.36,run13,M3,P4
13.313,0.611,-6.893,run13,M3,P4
13.413,0.709,-4.791,run13,M3,P4
13.514,0.513,-3.276,run13,M3,P4
13.614,0.318,-2.836,run13,M3,P4
13.714,0.22,-3.716,run13,M3,P4
13.814,0.02444,-5.622,run13,M3,P4
13.914,-0.07333,-7.724,run13,M3,P4
14.014,-0.07333,-8.751,run13,M3,P4
14.114,0.122,-8.164,run13,M3,P4
14.214,0.22,-6.551,run13,M3,P4
14.314,0.367,-4.449,run13,M3,P4
14.414,0.513,-3.031,run13,M3,P4
14.514,0.611,-2.933,run13,M3,P4
14.615,0.758,-4.107,run13,M3,P4
14.715,0.709,-6.111,run13,M3,P4
14.815,0.562,-7.871,run13,M3,P4
14.915,0.367,-8.604,run13,M3,P4
15.015,0.122,-7.676,run13,M3,P4
15.115,-0.07333,-5.964,run13,M3,P4
15.215,-0.122,-3.96,run13,M3,P4
15.315,-0.07333,-2.933,run13,M3,P4
15.415,0.02444,-3.373,run13,M3,P4
15.515,0.22,-4.791,run13,M3,P4
15.616,0.416,-6.747,run13,M3,P4
15.716,0.709,-8.164,run13,M3,P4
15.816,0.758,-8.213,run13,M3,P4
15.916,0.611,-6.942,run13,M3,P4
16.016,0.611,-5.182,run13,M3,P4
16.116,0.367,-3.422,run13,M3,P4
16.216,0.318,-2.787,run13,M3,P4
16.316,0.122,-3.569,run13,M3,P4
16.416,-0.122,-5.329,run13,M3,P4
16.517,-0.07333,-7.431,run13,M3,P4
16.617,0.07333,-8.604,run13,M3,P4
16.717,0.22,-8.409,run13,M3,P4
16.817,0.464,-6.844,run13,M3,P4
16.917,0.611,-4.84,run13,M3,P4
17.017,0.66,-3.178,run13,M3,P4
17.117,0.66,-2.738,run13,M3,P4
17.217,0.709,-4.058,run13,M3,P4
17.317,0.562,-5.671,run13,M3,P4
17.417,0.464,-7.431,run13,M3,P4
17.517,0.269,-8.36,run13,M3,P4
17.618,0.122,-7.822,run13,M3,P4
17.718,-0.171,-6.16,run13,M3,P4
17.818,-0.02444,-4.4,run13,M3,P4
17.918,-0.02444,-3.031,run13,M3,P4
18.018,0.171,-3.227,run13,M3,P4
18.118,0.318,-4.547,run13,M3,P4
18.218,0.513,-6.453,run13,M3,P4
18.318,0.611,-7.871,run13,M3,P4
18.418,0.709,-8.311,run13,M3,P4
18.518,0.709,-7.333,run13,M3,P4
18.619,0.562,-5.622,run13,M3,P4
18.719,0.22,-3.862,run13,M3,P4
18.819,0.122,-2.982,run13,M3,P4
18.919,-0.02444,-3.373,run13,M3,P4
19.019,-0.122,-5.036,run13,M3,P4
19.119,-0.07333,-6.991,run13,M3,P4
19.219,0.122,-8.262,run13,M3,P4
19.319,0.318,-8.36,run13,M3,P4
19.419,0.464,-7.04,run13,M3,P4
19.52,0.611,-5.28,run13,M3,P4
19.62,0.709,-3.618,run13,M3,P4
19.72,0.611,-2.933,run13,M3,P4
19.82,0.513,-3.667,run13,M3,P4
19.92,0.318,-5.476,run13,M3,P4
20.02,0.269,-7.284,run13,M3,P4
20.12,0.22,-8.262,run13,M3,P4
20.22,0.02444,-8.018,run13,M3,P4
20.32,-0.02444,-6.6,run13,M3,P4
20.42,0.02444,-4.693,run13,M3,P4
20.52,0.07333,-3.373,run13,M3,P4
20.621,0.416,-3.129,run13,M3,P4
20.721,0.464,-4.107,run13,M3,P4
20.821,0.562,-5.916,run13,M3,P4
20.921,0.758,-7.627,run13,M3,P4
21.021,0.611,-8.164,run13,M3,P4
21.121,0.464,-7.578,run13,M3,P4
21.221,0.318,-6.013,run13,M3,P4
21.321,0.07333,-4.302,run13,M3,P4
21.421,0.07333,-3.178,run13,M3,P4
21.521,-0.02444,-3.373,run13,M3,P4
21.622,0.02444,-4.889,run13,M3,P4
21.722,0.02444,-6.698,run13,M3,P4
21.822,0.22,-8.018,run13,M3,P4
21.922,0.367,-8.311,run13,M3,P4
22.022,0.611,-7.187,run13,M3,P4
22.122,0.66,-5.622,run13,M3,P4
22.222,0.66,-4.058,run13,M3,P4
22.322,0.611,-3.178,run13,M3,P4
22.422,0.562,-3.667,run13,M3,P4
22.523,0.416,-5.036,run13,M3,P4
22.623,0.318,-6.942,run13,M3,P4
22.723,0.122,-8.018,run13,M3,P4
22.823,-0.02444,-8.067,run13,M3,P4
22.923,0.02444,-6.844,run13,M3,P4
23.023,0.07333,-5.084,run13,M3,P4
23.123,0.318,-3.667,run13,M3,P4
23.223,0.318,-3.178,run13,M3,P4
23.323,0.562,-4.058,run13,M3,P4
23.423,0.611,-5.622,run13,M3,P4
