,mass A,,
t,x,y,
0.000,4.550,-22.43
0.033,,
0.067,,
0.100,4.843,-19.84
0.133,,
0.167,,
0.200,5.185,-18.38
0.234,,
0.267,,
0.300,5.527,-18.77
0.334,,
0.367,,
0.400,5.820,-20.53
0.434,,
0.467,,
0.500,5.966,-23.16
0.534,,
0.567,,
0.601,5.868,-25.12
0.634,,
0.667,,
0.701,5.673,-25.56
0.734,,
0.767,,
0.801,5.136,-24.04
0.834,,
0.868,,
0.901,4.697,-21.46
0.934,,
0.968,,
1.001,4.404,-19.26
1.034,,
1.068,,
1.101,4.257,-18.33
1.134,,
1.168,,
1.201,4.160,-19.36
1.235,,
1.268,,
1.301,4.257,-21.80
1.335,,
1.368,,
1.401,4.599,-24.09
1.435,,
1.468,,
1.502,5.234,-25.26
1.535,,
1.568,,
1.602,5.722,-24.53
1.635,,
1.668,,
1.702,5.966,-22.53
1.735,,
1.768,,
1.802,5.917,-20.28
1.835,,
1.869,,
1.902,5.771,-18.58
1.935,,
1.969,,
2.002,5.673,-18.58
2.035,,
2.069,,
2.102,5.234,-20.24
2.135,,
2.169,,
2.202,4.990,-22.82
2.236,,
2.269,,
2.302,4.502,-24.92
2.336,,
2.369,,
2.402,4.355,-25.51
2.436,,
2.469,,
2.502,4.502,-24.04
2.536,,
2.569,,
2.603,4.697,-21.75
2.636,,
2.669,,
2.703,4.892,-19.45
2.736,,
2.769,,
2.803,5.234,-18.28
2.836,,
2.870,,
2.903,5.527,-19.06
2.936,,
2.970,,
3.003,5.820,-21.16
3.036,,
3.070,,
3.103,5.868,-23.60
3.136,,
3.170,,
3.203,5.673,-25.21
3.237,,
3.270,,
3.303,5.234,-25.12
3.337,,
3.370,,
3.403,4.843,-23.36
3.437,,
3.470,,
3.503,4.453,-20.87
3.537,,
3.570,,
3.604,4.257,-18.82
3.637,,
3.670,,
3.704,4.257,-18.38
3.737,,
3.770,,
3.804,4.257,-19.89
3.837,,
3.871,,
3.904,4.648,-22.19
3.937,,
3.971,,
4.004,4.941,-24.29
4.037,,
4.071,,
4.104,5.576,-24.82
4.137,,
4.171,,
4.204,5.820,-24.09
4.238,,
4.271,,
4.304,5.868,-21.99
4.338,,
4.371,,
4.404,5.820,-19.75
4.438,,
4.471,,
4.505,5.624,-18.58
4.538,,
4.571,,
4.605,5.478,-18.87
4.638,,
4.671,,
4.705,4.843,-21.02
4.738,,
4.771,,
4.805,4.746,-23.56
4.838,,
4.872,,
4.905,4.502,-25.31
4.938,,
4.972,,
5.005,4.502,-25.31
5.038,,
5.072,,
5.105,4.697,-23.56
5.138,,
5.172,,
5.205,4.941,-21.02
5.239,,
5.272,,
5.305,5.185,-18.92
5.339,,
5.372,,
5.405,5.429,-18.38
5.439,,
5.472,,
5.505,5.673,-19.45
5.539,,
5.572,,
5.606,5.820,-21.85
5.639,,
5.672,,
5.706,5.722,-24.04
5.739,,
5.772,,
5.806,5.673,-25.26
5.839,,
5.873,,
5.906,5.039,-24.58
5.939,,
5.973,,
6.006,4.599,-22.48
6.039,,
6.073,,
6.106,4.306,-19.94
6.139,,
6.173,,
6.206,4.306,-18.53
6.240,,
6.273,,
6.306,4.257,-18.48
6.340,,
6.373,,
6.406,4.453,-20.38
6.440,,
6.473,,
6.506,4.843,-22.77
6.540,,
6.573,,
6.607,5.234,-24.97
6.640,,
6.673,,
6.707,5.576,-25.17
6.740,,
6.773,,
6.807,5.917,-23.56
6.840,,
6.874,,
6.907,5.722,-21.31
6.940,,
6.974,,
7.007,5.722,-19.16
7.040,,
7.074,,
7.107,5.380,-18.33
7.140,,
7.174,,
7.207,5.087,-19.31
7.241,,
7.274,,
7.307,4.794,-21.55
7.341,,
7.374,,
7.407,4.502,-24.29
7.441,,
7.474,,
7.508,4.502,-25.21
7.541,,
7.574,,
7.608,4.453,-25.02
7.641,,
7.674,,
7.708,4.794,-22.87
7.741,,
7.774,,
7.808,4.990,-20.48
7.841,,
7.875,,
7.908,5.283,-18.72
7.941,,
7.975,,
8.008,5.527,-18.67
8.041,,
8.075,,
8.108,5.722,-19.94
8.141,,
8.175,,
8.208,5.868,-22.38
8.242,,
8.275,,
8.308,5.673,-24.53
8.342,,
8.375,,
8.408,5.283,-25.26
8.442,,
8.475,,
8.508,4.794,-24.04
8.542,,
8.575,,
8.609,4.550,-21.99
8.642,,
8.675,,
8.709,4.257,-19.45
8.742,,
8.775,,
8.809,4.306,-18.28
8.842,,
8.876,,
8.909,4.404,-18.97
8.942,,
8.976,,
9.009,4.648,-21.07
9.042,,
9.076,,
9.109,5.039,-23.46
9.142,,
9.176,,
9.209,5.380,-24.97
9.243,,
9.276,,
9.309,5.722,-24.87
9.343,,
9.376,,
9.409,5.868,-23.26
9.443,,
9.476,,
9.509,5.624,-20.87
9.543,,
9.576,,
9.610,5.429,-18.92
9.643,,
9.676,,
9.710,5.136,-18.48
9.743,,
9.776,,
9.810,4.892,-19.89
9.843,,
9.877,,
9.910,4.453,-22.29
9.943,,
9.977,,
10.010,4.550,-24.78
10.043,,
10.077,,
10.110,4.453,-25.31
10.143,,
10.177,,
10.210,4.746,-24.43
10.244,,
10.277,,
10.310,5.185,-22.29
10.344,,
10.377,,
10.410,5.380,-19.84
10.444,,
10.477,,
10.511,5.527,-18.53
10.544,,
10.577,,
10.611,5.527,-18.58
10.644,,
10.677,,
10.711,5.722,-20.53
10.744,,
10.777,,
10.811,5.722,-23.16
10.844,,
10.878,,
10.911,5.478,-25.02
10.944,,
10.978,,
11.011,5.087,-25.26
11.044,,
11.078,,
11.111,4.648,-23.75
11.144,,
11.178,,
11.211,4.355,-21.26
11.245,,
11.278,,
11.311,4.404,-19.11
11.345,,
11.378,,
11.411,4.453,-18.38
11.445,,
11.478,,
11.511,4.550,-19.50
11.545,,
11.578,,
11.612,4.892,-21.80
11.645,,
11.678,,
11.712,5.185,-23.90
11.745,,
11.778,,
11.812,5.527,-25.21
11.845,,
11.879,,
11.912,5.722,-24.58
11.945,,
11.979,,
12.012,5.673,-22.58
12.045,,
12.079,,
12.112,5.429,-20.24
12.145,,
12.179,,
12.212,5.185,-18.58
12.246,,
12.279,,
12.312,5.087,-18.72
12.346,,
12.379,,
12.412,4.697,-20.48
12.446,,
12.479,,
12.512,4.502,-22.92
12.546,,
12.579,,
12.613,4.404,-24.87
12.646,,
12.679,,
12.713,4.599,-25.31
12.746,,
12.779,,
12.813,4.892,-23.90
12.846,,
12.880,,
12.913,5.234,-21.65
12.946,,
12.980,,
13.013,5.380,-19.26
13.046,,
13.080,,
13.113,5.576,-18.43
13.146,,
13.180,,
13.213,5.576,-19.11
13.247,,
13.280,,
13.313,5.576,-21.21
13.347,,
13.380,,
13.413,5.380,-23.60
13.447,,
13.480,,
13.514,5.185,-25.12
13.547,,
13.580,,
13.614,4.892,-24.97
13.647,,
13.680,,
13.714,4.453,-23.31
13.747,,
13.780,,
13.814,4.257,-20.82
13.847,,
13.881,,
13.914,4.404,-18.92
13.947,,
13.981,,
14.014,4.404,-18.62
14.047,,
14.081,,
14.114,4.648,-19.99
14.147,,
14.181,,
14.214,4.941,-22.29
14.248,,
14.281,,
14.314,5.234,-24.39
14.348,,
14.381,,
14.414,5.527,-25.17
14.448,,
14.481,,
14.514,5.576,-24.24
14.548,,
14.581,,
14.615,5.380,-22.14
14.648,,
14.681,,
14.715,5.283,-19.80
14.748,,
14.781,,
14.815,5.087,-18.58
14.848,,
14.882,,
14.915,4.697,-19.01
14.948,,
14.982,,
15.015,4.355,-21.02
15.048,,
15.082,,
15.115,4.404,-23.51
15.148,,
15.182,,
15.215,4.502,-25.12
15.249,,
15.282,,
15.315,4.843,-25.02
15.349,,
15.382,,
15.415,5.136,-23.21
15.449,,
15.482,,
15.515,5.331,-20.87
15.549,,
15.582,,
15.616,5.380,-18.92
15.649,,
15.682,,
15.716,5.478,-18.38
15.749,,
15.782,,
15.816,5.576,-19.70
15.849,,
15.883,,
15.916,5.429,-21.90
15.949,,
15.983,,
16.016,5.331,-24.24
16.049,,
16.083,,
16.116,5.087,-25.26
16.149,,
16.183,,
16.216,4.746,-24.78
16.250,,
16.283,,
16.316,4.502,-22.53
16.350,,
16.383,,
16.416,4.404,-20.24
16.450,,
16.483,,
16.517,4.550,-18.58
16.550,,
16.583,,
16.617,4.648,-18.87
16.650,,
16.683,,
16.717,4.892,-20.67
16.750,,
16.783,,
16.817,5.185,-22.87
16.850,,
16.884,,
16.917,5.478,-24.63
16.950,,
16.984,,
17.017,5.624,-24.97
17.050,,
17.084,,
17.117,5.624,-23.65
17.150,,
17.184,,
17.217,5.380,-21.55
17.251,,
17.284,,
17.317,5.136,-19.31
17.351,,
17.384,,
17.417,4.990,-18.43
17.451,,
17.484,,
17.517,4.746,-19.41
17.551,,
17.584,,
17.618,4.502,-21.70
17.651,,
17.684,,
17.718,4.502,-24.09
17.751,,
17.784,,
17.818,4.697,-25.26
17.851,,
17.885,,
17.918,5.039,-24.58
17.951,,
17.985,,
18.018,5.283,-22.58
18.051,,
18.085,,
18.118,5.527,-20.38
18.151,,
18.185,,
18.218,5.624,-18.77
18.252,,
18.285,,
18.318,5.624,-18.58
18.352,,
18.385,,
18.418,5.576,-20.19
18.452,,
18.485,,
18.518,5.380,-22.63
18.552,,
18.585,,
18.619,5.185,-24.68
18.652,,
18.685,,
18.719,5.039,-25.31
18.752,,
18.785,,
18.819,4.648,-24.24
18.852,,
18.886,,
18.919,4.550,-21.80
18.952,,
18.986,,
19.019,4.453,-19.50
19.052,,
19.086,,
19.119,4.697,-18.48
19.152,,
19.186,,
19.219,4.892,-19.11
19.253,,
19.286,,
19.319,5.039,-21.11
19.353,,
19.386,,
